1.0,51.6,51.6,51.6,45.9
2.0,60.099999999999994,60.099999999999994,60.099999999999994,50.5
3.0,68.2,68.2,68.2,53.0
4.0,71.3,71.3,71.3,54.6
5.0,71.6,71.6,71.6,51.0
6.0,70.19999999999999,70.19999999999999,70.19999999999999,47.8
7.0,69.1,69.1,69.1,45.800000000000004
8.0,70.8,70.8,70.8,43.8
9.0,71.7,71.7,71.7,43.6
10.0,71.5,71.5,71.5,40.699999999999996
11.0,72.1,72.1,72.1,40.300000000000004
12.0,72.8,72.8,72.8,41.9
13.0,73.7,73.7,73.7,40.699999999999996
14.0,73.1,73.1,73.1,41.5
15.0,73.3,73.3,73.3,41.3
16.0,70.89999999999999,70.89999999999999,70.89999999999999,40.5
17.0,72.0,72.0,72.0,39.6
18.0,69.8,69.8,69.8,39.0
19.0,68.10000000000001,68.10000000000001,68.10000000000001,38.1
20.0,68.4,68.4,68.4,37.6
21.0,67.7,67.7,67.7,35.8
22.0,66.8,66.8,66.8,35.0
23.0,67.10000000000001,67.10000000000001,67.10000000000001,35.4
24.0,66.8,66.8,66.8,34.699999999999996
25.0,64.1,64.1,64.1,33.6
26.0,62.1,62.1,62.1,32.1
27.0,60.5,60.5,60.5,31.2
28.0,61.5,61.5,61.5,28.999999999999996
29.0,61.4,61.4,61.4,28.799999999999997
30.0,61.199999999999996,61.199999999999996,61.199999999999996,28.499999999999996
31.0,62.2,62.2,62.2,29.2
32.0,61.1,61.1,61.1,28.199999999999996
33.0,61.7,61.7,61.7,27.500000000000004
34.0,62.9,62.9,62.9,26.0
35.0,62.1,62.1,62.1,26.5
36.0,62.4,62.4,62.4,25.900000000000002
37.0,62.5,62.5,62.5,28.799999999999997
38.0,63.2,63.2,63.2,31.0
39.0,63.4,63.4,63.4,32.800000000000004
40.0,62.5,62.5,62.5,35.8
41.0,63.3,63.3,63.3,39.5
42.0,64.9,64.9,64.9,44.2
43.0,67.7,67.7,67.7,47.0
44.0,69.3,69.3,69.3,47.9
45.0,69.89999999999999,69.89999999999999,69.89999999999999,45.4
46.0,71.39999999999999,71.39999999999999,71.39999999999999,44.6
47.0,70.89999999999999,70.89999999999999,70.89999999999999,43.0
48.0,71.3,71.3,71.3,41.099999999999994
49.0,70.1,70.1,70.1,39.300000000000004
50.0,73.6,73.6,73.6,39.300000000000004
51.0,74.2,74.2,74.2,40.2
52.0,74.1,74.1,74.1,39.900000000000006
