1.0,12274.925999999996,21324.32400000022,16585.585333333376
2.0,14246.081999999995,27088.46200000041,19281.489600000128
3.0,16276.969999999994,25774.358000000382,20123.71080000016
4.0,16456.165999999997,24938.110000000353,21210.833200000216
5.0,18367.590000000095,27864.97800000042,22168.53626666692
6.0,16575.63,25684.760000000366,20281.005066666836
7.0,17770.270000000062,26282.0800000004,22487.106933333598
8.0,15590.051999999994,26431.410000000407,21925.62613333357
9.0,19024.642000000124,27864.97800000045,23560.291866666972
10.0,20517.9420000002,25953.55400000039,22849.481066666947
11.0,18367.59000000009,25415.96600000036,21845.983466666905
12.0,19741.426000000138,26162.61600000045,22451.267733333603
13.0,19084.37400000013,31120.372000000585,23434.85466666697
14.0,21115.26200000024,26550.874000000425,23663.82733333365
15.0,19293.436000000143,26939.132000000416,22120.750666666914
16.0,19203.838000000134,25565.29600000036,22958.98973333362
17.0,18994.77600000012,30612.65000000055,23874.880400000315
18.0,19890.756000000154,28432.432000000492,23747.452133333645
19.0,19592.096000000158,26013.286000000382,23205.882000000296
20.0,16486.031999999996,25625.028000000337,21842.00133333357
21.0,19771.292000000154,27446.854000000385,23456.756400000297
22.0,17889.73400000006,26849.53400000044,22700.151066666946
23.0,18367.5900000001,29179.082000000475,23831.076933333643
24.0,17471.610000000048,27715.648000000452,22909.213066666944
25.0,19293.43600000013,28103.90600000047,23444.810000000296
26.0,18994.776000000125,27416.988000000423,23843.023333333644
27.0,20965.932000000215,30134.794000000507,24277.075866666997
28.0,18487.054000000102,27178.060000000405,22968.945066666944
29.0,20099.818000000174,25744.492000000355,23074.47160000029
30.0,19323.30200000013,27028.73000000045,23653.872000000305
31.0,18516.9200000001,26282.080000000387,23323.35493333362
32.0,18427.322000000106,25804.224000000384,22648.383333333604
33.0,18487.05400000011,27655.916000000478,23261.631866666965
34.0,20099.818000000163,26192.48200000039,22399.500000000266
35.0,19233.70400000013,30612.6500000005,23799.21986666698
36.0,20517.94200000018,27178.060000000416,23191.944533333626
37.0,20189.41600000016,28402.566000000494,23530.425866666967
38.0,19323.30200000014,30971.04200000054,24139.692266666993
39.0,21951.510000000246,29238.814000000493,24758.914000000346
40.0,19562.230000000145,27864.978000000458,22793.73120000028
41.0,18845.446000000113,28522.030000000446,24081.95133333365
42.0,19831.02400000016,28492.16400000046,22706.12426666694
43.0,19651.828000000143,28760.958000000453,23866.91613333364
44.0,19831.02400000014,28103.906000000465,23958.50520000032
45.0,20667.27200000019,25415.966000000382,22931.114800000287
46.0,20398.478000000196,28671.360000000463,24744.97653333368
47.0,19651.82800000013,25565.296000000362,22698.16000000027
48.0,20547.808000000172,29686.804000000524,24281.058000000332
49.0,20876.334000000203,28193.504000000496,24436.361200000345
50.0,19860.890000000152,25595.162000000368,23094.382266666955
51.0,20040.086000000178,29985.464000000487,23008.76640000029
52.0,18188.394000000084,31867.02200000053,23886.826800000305
