  26.01821  29.01487
  26.01821  29.01487
  26.26623  27.88371
  26.41228  27.24597
  26.41228  27.24597
  26.58207  27.13740
  26.58207  27.13740
  26.94526  26.23703
  26.94526  26.23703
  28.23847  25.69540
  28.23847  25.69540
  30.02512  24.61194
  30.02512  24.61194
  31.87472  24.48130
  32.12063  24.20284
  32.12063  24.20284
  32.12927  24.02926
  32.12927  24.02926
  32.33809  23.89036
  32.33809  23.89036
  33.41026  23.56553
  33.41026  23.56553
  34.46566  23.23910
  35.05646  23.13237
  35.05646  23.13237
  35.84579  23.07484
  35.84579  23.07484
  36.99416  22.67959
  36.99416  22.67959
  37.89880  22.64348
  38.68726  22.42715
  38.68726  22.42715
  39.82692  22.28907
  39.82692  22.28907
  40.18758  21.98538
  40.54741  21.98223
  41.10617  21.65434
  41.10617  21.65434
  41.44730  21.33680
  41.44730  21.33680
  43.68696  21.06623
  43.68696  21.06623
  45.25622  21.04745
  47.10899  20.77065
  47.31926  20.73938
  47.49863  20.41755
  47.49863  20.41755
  52.59034  20.31984
  61.65076  19.83293
  61.65076  19.83293
  66.73099  19.66800
  78.37657  19.23463
 114.20206  18.78091
