0	1	0.800101243028497
0	4	0.8992867181228669
1	2	0.8828299435182235
1	34	0.7854930279914492
3	7	0.8557160377073578
5	33	0.7221064485658579
5	34	0.7412104756809961
6	7	0.9689850257963578
6	9	0.9237390785272841
7	8	0.9167214142095181
8	16	0.8844750638968905
10	12	0.9477010477687474
10	22	0.919767625326466
10	23	0.8983833480477535
11	19	0.8912998385958626
13	14	0.946984544008041
13	25	0.9143714031274184
14	28	0.8381163331643066
15	16	0.9283077547192741
15	24	0.8891246337683417
16	18	0.9148568474162977
17	18	0.9502319978303898
19	23	0.9025758098478351
20	21	0.9462170419209622
21	25	0.9443575592747048
22	25	0.9366983870628907
24	26	0.9440718299533903
25	29	0.9138654340282377
26	31	0.9267881073102819
27	29	0.9195249695510498
27	30	0.9548364278366467
28	39	0.8489504165675152
30	31	0.9247326207693398
32	34	0.9108907706691068
33	37	0.9463213912127362
34	38	0.8199994457847339
34	41	0.7677562195631012
35	37	0.7243658977488195
35	40	0.9211024740215938
36	39	0.9490628823437337
36	40	0.9065292294599604
36	44	0.9090586353406571
40	53	0.7244887504982694
40	63	0.816781363811467
41	46	0.9283536018632227
41	49	0.8412844375947303
41	64	0.6252076140391407
42	58	0.8797491710167035
43	47	0.9549390040784513
43	48	0.9027857567809604
44	45	0.9607125546226084
47	51	0.9582949895810873
48	54	0.69065828505484
49	53	0.9192806959628627
50	52	0.9688258016891562
50	57	0.890840053446593
53	58	0.7125371072458082
54	62	0.7851114337582532
55	58	0.9242751810113823
56	59	0.7780737343261841
57	59	0.908002595010859
58	61	0.7347580681534357
58	65	0.652684601401002
59	63	0.7112594331135511
60	65	0.7602576830000938
62	63	0.9080338987632628
