  22.58279  35.01497
  22.94489  34.24037
  23.05359  33.86706
  23.20612  29.15472
  23.85831  28.13517
  23.85831  28.13517
  24.27858  27.34793
  24.27858  27.34793
  24.85732  27.31664
  24.85732  27.31664
  24.93542  26.98430
  26.46298  26.39965
  27.34320  25.50587
  27.87851  24.96362
  29.17448  24.83981
  29.17448  24.83981
  29.26354  24.48577
  29.32060  24.24796
  30.33189  23.87643
  30.59555  23.87480
  30.86709  23.81836
  30.86709  23.81836
  32.39979  23.22186
  33.63715  23.04740
  33.63715  23.04740
  35.27786  22.89025
  35.27786  22.89025
  36.12468  22.54674
  37.01710  22.26425
  37.01710  22.26425
  38.00480  22.19420
  38.00480  22.19420
  38.32062  21.78515
  38.32062  21.78515
  40.51195  21.10428
  40.51195  21.10428
  43.00745  21.08896
  43.69956  20.48746
  43.69956  20.48746
  46.89476  20.32387
  46.89476  20.32387
  50.42474  19.78008
  50.42474  19.78008
  52.82093  19.45467
  53.06094  19.44255
  71.95175  19.17245
 107.48679  18.60359
