Awareness Overtime,Awareness Total,,Awareness Impact TP1,Awareness Impact TP2,Awareness Impact TP3,Awareness Impact TP4,Awareness Impact TP5,Awareness Impact TP6,Awareness Impact TP7,Discussion Heat Impact TP1,Discussion Heat Impact TP2,Discussion Heat Impact TP3,Discussion Heat Impact TP4,Discussion Heat Impact TP5,Discussion Heat Impact TP6,Discussion Heat Impact TP7,,,,,,,,,,
191.2505418035,144.6438906388,,0.9966620489,0.3676098596,0.7303600319,0.0064699074,0.2436164675,0.9390499782,0.7245726079,0.942980806,0.5862197139,0.084170417,0.0392207858,0.1985655134,0.7570211425,0.417809847,0.3709763041,0.2848722816,0.5780294437,0.4073622875,0.0291547818,0.4466878403,0.5818272588,0.3304787686,0.3982804831,0.0844604239
62.5246722001,62.5568000755,,0.2230033267,0.4295092065,0.7131520483,0.9918644919,0.1752943178,0.4819532389,0.4977579308,0.753163775,0.4920546853,0.1399778002,0.567242275,0.6695443873,0.4711493483,0.557098539,0.3212229226,0.1392527168,0.9100910062,0.0164108691,0.16711534,0.5032876188,0.0632198762,0.502295737,0.3037174662,0.9865601957
51.7780585465,33.5682148513,,0.0199508198,0.4163145126,0.7681622232,0.5138484774,0.4115887729,0.9280456864,0.6034459657,0.8605385835,0.3239405449,0.7729058724,0.2390925972,0.8100577515,0.043927169,0.661536629,0.6941147862,0.7330689518,0.8006277376,0.8491269068,0.0092853142,0.2779105551,0.9746621529,0.8280812114,0.3948327829,0.6674290414
103.0292672281,73.5761430556,,0.3445469784,0.5537313062,0.9400281026,0.4342660663,0.8146348383,0.0903295598,0.3727291325,0.2948262876,0.7264745442,0.0733502101,0.2798026555,0.2615652615,0.29390572,0.9241643464,0.4034447172,0.0239018608,0.9219281971,0.3244432914,0.1137712662,0.0899729146,0.1703629864,0.060184279,0.924653287,0.1746122696
55.1222390612,52.5128610365,,0.9055483187,0.9790411872,0.9676216043,0.8433503703,0.7467905185,0.4696822508,0.6677686297,0.4778946433,0.2590166676,0.5681858519,0.4759253929,0.2154648628,0.4690515374,0.524024352,0.4029940687,0.6325218908,0.1901690296,0.4169749215,0.2751677205,0.5928420898,0.3280440703,0.2063359873,0.0828704682,0.8605540969
50.4313451674,30.800729916,,0.8109577303,0.4151160474,0.5316028463,0.790668058,0.0380849476,0.5044013965,0.9194789679,0.6527924071,0.7719208527,0.8768981304,0.764093016,0.9181464273,0.2143780056,0.3636827881,0.1804549765,0.145641501,0.6008137529,0.9944850627,0.872086407,0.9397177782,0.0222231222,0.8293653726,0.7389691039,0.82078706
46.7723680626,42.0279139097,,0.343059571,0.6384384996,0.528890491,0.7485468745,0.020622231,0.256334484,0.6628319394,0.469094503,0.3516748466,0.5093759605,0.3503969824,0.8186842927,0.1729385169,0.7159911893,0.3778784393,0.6101349702,0.3243263328,0.894670372,0.4994148331,0.7523084826,0.247265123,0.9788123266,0.1907883604,0.8087451784
66.9264648791,67.3146529223,,0.9351756454,0.5340973752,0.6357673323,0.2884549072,0.0791595516,0.7015616335,0.2064991381,0.5800271808,0.6591675518,0.3483366797,0.3723095072,0.5896379608,0.4194000956,0.6980578843,0.9253670552,0.8241942295,0.6364184545,0.0342335878,0.6470223553,0.8727723645,0.3394203564,0.4224064059,0.0552333752,0.9826691839
160.0690903759,120.4540590824,,0.6743612237,0.7807271258,0.6713398734,0.7008001347,0.4170784009,0.0436003468,0.323551476,0.3568415367,0.7353025674,0.6093508246,0.3648653452,0.5014292944,0.1754165466,0.7403975692,0.3247312142,0.2808894474,0.5070493266,0.0932125797,0.4366328465,0.1293907264,0.497068141,0.0953799627,0.6878568184,0.0900729082
45.2138664659,23.1883168102,,0.9042598165,0.4583597879,0.5230706898,0.5386191992,0.9869675252,0.7171009841,0.0999347134,0.0759043955,0.5981765923,0.321435812,0.0428225076,0.8807652251,0.5060195419,0.4692278257,0.9698272384,0.8696031375,0.9223965759,0.5675344848,0.6785826882,0.5964434288,0.3483847234,0.935584426,0.7680285778,0.9452394791
187.4178237631,140.5957581039,,0.7523354208,0.1221583378,0.6461021828,0.3156241853,0.7850364986,0.000001809,0.3274395022,0.183975229,0.2060416262,0.6211872738,0.1605207957,0.6335745261,0.9462464584,0.669881495,0.6402966205,0.6908066253,0.2640171669,0.2327636598,0.7601826983,0.0787545701,0.2656543525,0.522378834,0.9364127904,0.3052159176
44.9735489542,29.3971972536,,0.6557006935,0.1350001494,0.3980908391,0.8390758319,0.9585786261,0.4021120284,0.0778848308,0.4971378509,0.610269569,0.4034166051,0.4611568488,0.0629275211,0.2572239398,0.2493033604,0.5554246963,0.5896474597,0.3194169555,0.3120122445,0.1274027172,0.8013773105,0.3754420392,0.1872587688,0.621470535,0.4997751812
105.374818614,74.2555715232,,0.2097604308,0.3018791501,0.7212701612,0.907952354,0.4257018873,0.2480921074,0.3452336326,0.4388556889,0.3725379242,0.1212637346,0.9771943568,0.4624075895,0.7609257495,0.3656001611,0.6248378202,0.2638167321,0.7482476988,0.8909821613,0.3715979171,0.5348866674,0.4638470742,0.5141949965,0.4417073122,0.4208141493
47.9071534487,30.2800731196,,0.9138884585,0.0990958262,0.9334617064,0.3568824149,0.956546719,0.1227994953,0.8923592749,0.6726191872,0.5704555994,0.7787536842,0.1936283659,0.2154028693,0.9528235066,0.1426125325,0.782757638,0.0511647464,0.0783502733,0.3731070424,0.1829951779,0.6367490366,0.2260556976,0.3976502379,0.8203838736,0.7266563494
43.7131691264,26.0170104812,,0.638357126,0.0412033999,0.6397522408,0.6763108341,0.9152092824,0.0969691095,0.6891816963,0.7346544766,0.9658473403,0.4087657709,0.8358223061,0.3807871883,0.3416494935,0.6374776935,0.5425311478,0.7525341459,0.5558627804,0.0177631538,0.6826585409,0.7392369016,0.559411924,0.0762428295,0.6994091149,0.366728405
42.4656478443,25.6333452962,,0.8867379041,0.9786791108,0.0265565435,0.6893661175,0.1115891988,0.9011967961,0.5788917399,0.5221616189,0.1599155003,0.5793840253,0.2936365267,0.995459066,0.7154898472,0.9791515578,0.1581556581,0.0952789906,0.4236124496,0.8545178903,0.8946524503,0.0643579257,0.8492250301,0.8100263344,0.4891339308,0.7820785041
42.7086137387,27.7214133273,,0.1779919294,0.3692894087,0.0497838761,0.0158984327,0.4623802267,0.4661950156,0.0589829485,0.7425515553,0.8094981357,0.7215979402,0.9435670654,0.5742071383,0.2834271239,0.8458591728,0.0295167133,0.6929386607,0.4520098897,0.5163844864,0.3701213685,0.5962668949,0.4465329686,0.1193533917,0.6407646051,0.3872060858
196.3530935673,147.7673036927,,0.1224693445,0.8161177317,0.2788274791,0.3041565248,0.4104227399,0.497288937,0.3138089295,0.679150193,0.2286420321,0.321321878,0.8806134602,0.5373711228,0.3919510346,0.6994420062,0.238058537,0.606535253,0.7966645476,0.7850520301,0.2250048245,0.5916291788,0.7870396117,0.7532929023,0.4781146708,0.1886713937
42.8578958032,32.7365486279,,0.0160359271,0.4152235916,0.4080953727,0.4605727719,0.3016369174,0.0011223151,0.8853854894,0.8788386011,0.9497093624,0.2687020493,0.8215942621,0.5467669377,0.765355735,0.4445710349,0.3496050843,0.8629632459,0.5069401114,0.8910591507,0.1031063566,0.158404916,0.8504454689,0.805569175,0.1754139104,0.6459532223
37.1954368136,19.2256824361,,0.0265459849,0.7059017844,0.6978014435,0.3581248079,0.1687551102,0.9325414295,0.6191561737,0.6170980731,0.0682367525,0.9076800687,0.1916291539,0.980344742,0.469342968,0.4307942849,0.8710509798,0.5359403621,0.2596686488,0.8618804431,0.8262351611,0.8835219098,0.9093900117,0.6459918245,0.0178930811,0.1300243461
48.1909658124,30.9023308562,,0.2968802243,0.2665104993,0.8557357569,0.7537425456,0.6210723034,0.3796259327,0.7714398686,0.2459285119,0.4457656553,0.5787813241,0.6555061342,0.0260484879,0.0470493903,0.9653875594,0.997640468,0.2449879067,0.1422421529,0.4608941285,0.7431394384,0.7399069135,0.7672245893,0.5853450239,0.3318634453,0.585112728
180.5118491449,135.2302970624,,0.5387672644,0.2488368525,0.1217322056,0.3952293349,0.7894334894,0.9548356535,0.415279272,0.7801093327,0.0948626253,0.6980974381,0.6056529601,0.1253461915,0.5267169259,0.7549772498,0.5375539135,0.1779100069,0.5593002165,0.5101998704,0.0389497178,0.7533432675,0.9338347433,0.4417051338,0.7210095784,0.2491175559
67.5541413869,47.0894063339,,0.9416076309,0.3939690463,0.5665531269,0.5481661399,0.5256764,0.3102416282,0.5314090607,0.3272712005,0.3205482359,0.6654311576,0.3684310925,0.746899001,0.2502249935,0.9439036772,0.1505198675,0.9922398153,0.5872327999,0.640255389,0.5168514591,0.159623948,0.4387304671,0.4261552282,0.4956144089,0.5381489423
47.6986289515,42.8308734185,,0.4705188209,0.3226433414,0.8669087533,0.4232672389,0.3057488681,0.9448104728,0.4210624058,0.2172477144,0.4423534032,0.1445726735,0.1404713159,0.7208384373,0.7217033368,0.6672941476,0.2871718716,0.2011219637,0.3507165221,0.7593007698,0.6137052206,0.0324689979,0.2306234349,0.015865339,0.4314349541,0.4506597175
196.3349170917,148.4263927223,,0.8778205167,0.1430350528,0.0683310164,0.2346564441,0.5357188733,0.7217107353,0.3273345808,0.9361755566,0.1712221208,0.5086759659,0.9167695513,0.6141201925,0.9254440909,0.2868140295,0.4658687089,0.8990997058,0.2455035209,0.7855390272,0.6613334127,0.6126756292,0.3627095879,0.7325070951,0.2449478631,0.096638426
196.9264039674,148.0344444869,,0.0021782955,0.6689620916,0.0976198612,0.8695324256,0.2098967563,0.76360993,0.4018225154,0.2208118687,0.9654788387,0.4937041422,0.9222616838,0.8774233635,0.8123319241,0.7270648344,0.7736966245,0.9332755837,0.0816814258,0.4350418129,0.6551922802,0.8189701269,0.4128762899,0.9939718834,0.4216832397,0.2073319513
47.8694526031,45.6084969775,,0.1796249055,0.7914698978,0.0365811791,0.399691965,0.1202877832,0.6439310503,0.4032589129,0.9185377968,0.9400797517,0.3529122044,0.308596066,0.7440638391,0.9040110893,0.5805982413,0.7283725613,0.8753145258,0.4716233168,0.10834888,0.0421479002,0.6710300724,0.8380523127,0.4573605007,0.2843657417,0.730966883
46.3168129014,37.0004190674,,0.8406776845,0.7967663091,0.4187749865,0.9153798216,0.0665940922,0.0420373578,0.7648598066,0.4685166933,0.1533664174,0.0553362824,0.1278227642,0.1113905036,0.2140079501,0.8995141914,0.8877670607,0.3997576957,0.0368463837,0.1687303649,0.289074905,0.6051458457,0.2119197973,0.521214041,0.4375811863,0.8699379575
217.2499910118,164.6922690818,,0.617770919,0.6734755457,0.060992564,0.4119341021,0.7659847,0.2803140292,0.9171041963,0.1094759397,0.3455406198,0.3212578946,0.844717694,0.8851333688,0.9350278065,0.8416125658,0.8437652534,0.9241163961,0.2579979288,0.1550801642,0.2439968006,0.9129899039,0.5452066813,0.904953876,0.9756883653,0.1649326177
43.3706920157,33.8694955412,,0.5372218881,0.7021795516,0.1911813665,0.7096957201,0.4118524315,0.4111156894,0.002664557,0.1695810028,0.4530791419,0.5376120559,0.8994610781,0.5171717546,0.5916448479,0.5890667286,0.4871854334,0.6162144124,0.0421877188,0.722409518,0.551486432,0.7839628288,0.1377785824,0.4734999898,0.0906936198,0.4814604028
226.5806463363,172.2154509772,,0.1199493696,0.8702158186,0.8845364893,0.6376508005,0.0807760986,0.7715482102,0.3702070916,0.0438705793,0.4733072981,0.8463080586,0.0823885287,0.7171919054,0.6076039749,0.207587594,0.6804730676,0.1242476333,0.3318851267,0.3529095477,0.6340454153,0.6815846671,0.6617485464,0.725036366,0.9668080525,0.004255805
42.7449382315,34.0000127988,,0.4651633451,0.9047002554,0.0694773115,0.9612746795,0.4369074699,0.1740539611,0.483780142,0.7147214325,0.5033497785,0.9484315707,0.7325335692,0.5687024529,0.4869529977,0.3640475772,0.7248897538,0.6350296508,0.3296001055,0.1305510782,0.0011815706,0.0344005763,0.4248237616,0.6098919511,0.09840532,0.595023519
200.5701125187,151.4958066346,,0.6412446285,0.9667438773,0.6152281707,0.7850463803,0.4330007989,0.1507688536,0.1345099788,0.9208119175,0.0276777956,0.417296738,0.0216806058,0.5298764492,0.0582243624,0.0705323358,0.2589153468,0.1158922748,0.1625664306,0.1221912874,0.8979024987,0.4718692924,0.0131078344,0.5985062591,0.4180991165,0.1189945056
42.5105015584,26.2304797194,,0.9580331627,0.2998321988,0.2627218471,0.4101022512,0.9573046231,0.9196201783,0.0913222713,0.3300525982,0.77847114,0.5633172706,0.8356466341,0.0496888507,0.4808848168,0.8727897161,0.4745823698,0.8457094354,0.0616463315,0.1581549424,0.5543447748,0.0857032631,0.7625772428,0.1664479671,0.8716590739,0.5957621302
48.8540050552,29.1893544426,,0.9447438062,0.3753358893,0.4105444326,0.8774975192,0.6255338328,0.9901339428,0.5774083344,0.3219530344,0.7430139165,0.1436650398,0.0145109821,0.7798183039,0.9632718751,0.1510444851,0.7884612218,0.5905135912,0.3786749131,0.0552598441,0.5482568506,0.4471291159,0.7584510925,0.1144557099,0.3264838536,0.2798665529
222.5032564845,168.9707290257,,0.1077283014,0.3281215066,0.0176405823,0.6775443946,0.1671410891,0.5769203439,0.2091546228,0.2348934016,0.1423427416,0.459685029,0.9635113372,0.6127815675,0.3912360378,0.4511472895,0.3540150059,0.0291728279,0.0164633326,0.5752547409,0.0420548764,0.3605375531,0.3116724565,0.3914694913,0.9503499102,0.0265966368
43.8617940508,27.3267590978,,0.7923021049,0.725231129,0.1344976848,0.3556957397,0.105106521,0.2388063129,0.2842544724,0.1837694199,0.4553661059,0.6350354681,0.8963251132,0.0267698486,0.3167070235,0.0140271004,0.0520427376,0.2845981166,0.0956793898,0.6616385651,0.906169989,0.5839907691,0.1117204163,0.3386215675,0.4471551263,0.5484777976
156.4077321968,116.2848038951,,0.7228550774,0.9605996202,0.8245277781,0.9954427961,0.6784639383,0.4115837308,0.5557205837,0.8034798289,0.812673732,0.1175216587,0.2224548893,0.4676554254,0.0054033612,0.9214153812,0.8459297939,0.665948847,0.9328243876,0.7478297664,0.9904058389,0.9970568904,0.5049713449,0.5221555879,0.7863756569,0.4179145329
58.0419494062,58.4767207624,,0.0454644381,0.8187781297,0.4873660973,0.8086958715,0.2067828423,0.75234208,0.8785173424,0.5237247113,0.3342544792,0.6975926118,0.8404364175,0.7486374511,0.4929035956,0.5258112627,0.638424056,0.9773057262,0.6535247793,0.1796546051,0.0550251466,0.9464396174,0.5978283797,0.5732426758,0.3129549676,0.9214567311
200.831582448,151.6267659913,,0.9472289728,0.0006327797,0.8458046861,0.3141166666,0.3458246107,0.4633544509,0.3655312551,0.2305837021,0.2353419578,0.5864687289,0.3485883703,0.6979956339,0.8482982058,0.082655865,0.0166568244,0.9982797913,0.0153576729,0.0451229451,0.1232839808,0.7498719935,0.1338375132,0.7026632117,0.3743437395,0.1211580003
98.4526241103,70.3850891716,,0.1765432814,0.6539872242,0.1080801746,0.8338709727,0.933591879,0.0134853331,0.9395987682,0.4203427223,0.7746059953,0.3468699687,0.4350221248,0.5354206812,0.0946406474,0.7526851768,0.5221270253,0.9920260226,0.2644286886,0.954460317,0.2671325106,0.5887433079,0.3440094652,0.8083231605,0.851409453,0.7284952127
56.1473660478,56.0633710414,,0.0385305693,0.2021776202,0.0672341775,0.2892706208,0.3759895908,0.9250893128,0.4183097711,0.2010379381,0.3689093786,0.7193124703,0.9586307015,0.7073900145,0.4854167447,0.3924296082,0.3323676595,0.3461307317,0.0999209938,0.5633653021,0.0878011851,0.2699274397,0.2195656839,0.3435736498,0.2299342283,0.6463177966
44.7468727016,27.5761697077,,0.6898529251,0.0134892562,0.1492653636,0.5257733011,0.7713167481,0.5443690667,0.5183058472,0.7471857838,0.4488480361,0.6369430652,0.4827754008,0.1620578008,0.0862506116,0.8008295185,0.4910129772,0.701841008,0.0708343615,0.8824605683,0.4029906681,0.5872816715,0.9063275557,0.3643022927,0.0994199351,0.2842954867
215.3854616221,164.5326208665,,0.8071178649,0.7044429523,0.6717915821,0.647808977,0.2228073699,0.9631617678,0.4157918527,0.0631678497,0.8792937198,0.9718800172,0.2733888905,0.2941276648,0.861066337,0.3399349744,0.0729853812,0.1771053321,0.9791328307,0.6659065738,0.9023846679,0.2632847349,0.1699673584,0.4227655212,0.2159190516,0.0033334593
99.9680302738,70.7141582491,,0.9530997345,0.1199005905,0.8249411361,0.0939017746,0.0384396237,0.5101223163,0.7499796104,0.1607391653,0.0191580571,0.8060288176,0.023213681,0.0401774043,0.7119238573,0.0976589286,0.9215207271,0.5388939757,0.1135198067,0.4221466463,0.7832043092,0.7012827057,0.1313398076,0.2261302051,0.5156103531,0.2944234373
46.2287566499,28.9346116688,,0.2149947734,0.282958,0.1361917583,0.4325561079,0.7672316308,0.4792723379,0.2061825424,0.0061288509,0.7445962823,0.2693419768,0.8138944375,0.8549037222,0.1717480066,0.0105523216,0.8437506755,0.4302678249,0.3880595163,0.8397520616,0.6275226739,0.0288115045,0.7211128554,0.227693625,0.7158376658,0.5473996241
76.3344284192,53.5695439502,,0.9389287965,0.8575943692,0.4308761346,0.1093754958,0.2712430215,0.0138836545,0.0652799049,0.8422018693,0.0098697619,0.2384912034,0.0776432661,0.5487564691,0.6991692791,0.6145698552,0.4015609187,0.0076646431,0.709863141,0.6713361185,0.0330582995,0.1624649558,0.5529166899,0.568750243,0.390331039,0.5150681031
58.0115412047,57.5219235046,,0.6349358129,0.9170466578,0.5500725371,0.6258832714,0.2825006753,0.3136650428,0.3562693359,0.7411503668,0.7700861232,0.4389211103,0.5701961925,0.2174305212,0.7746952872,0.3417951874,0.6844442285,0.5938712541,0.1500588335,0.3685056915,0.7591666261,0.8747768703,0.164229378,0.0390743765,0.6553286844,0.8281786895
216.078347062,163.5714269015,,0.3766268579,0.0608779166,0.3375997033,0.8805135724,0.144067488,0.5832208145,0.4986266246,0.4931837592,0.3400352288,0.7432529961,0.6167802161,0.7436845127,0.2474313221,0.5310945583,0.7010665144,0.2021505781,0.7422641866,0.0108191784,0.3997477719,0.0935861405,0.8242182705,0.973987274,0.8533184934,0.1667075493
54.0831006669,49.5052802704,,0.2697672162,0.1737081618,0.6578342033,0.6522414931,0.6844731338,0.3897502939,0.5711913471,0.1866859253,0.5133404538,0.709007343,0.1428091652,0.601954867,0.6315692625,0.5706671859,0.2762654567,0.0369920988,0.9827797129,0.3217194941,0.8447895452,0.9143533221,0.3577555323,0.2559773448,0.8711180519,0.9429198345
155.2666952334,115.4809707497,,0.8139814107,0.3685766144,0.4560695716,0.4573212253,0.4247252228,0.3479566299,0.5942970451,0.0853086424,0.0161433986,0.6486140624,0.2510273867,0.9462340408,0.3018630653,0.8404614639,0.5901995847,0.3269548073,0.3567224615,0.8144110204,0.0422646776,0.0558978934,0.6848268913,0.8388424382,0.9790116299,0.6016807309
51.3432558476,48.231955898,,0.2318040803,0.9079039879,0.12313541,0.2596007494,0.5671199029,0.3001339217,0.4618649292,0.6574695871,0.1195412155,0.7746789746,0.3568198753,0.2116816416,0.7873099588,0.3724256519,0.7463673549,0.0950709536,0.4643182479,0.3606490818,0.8221005515,0.740024492,0.0245520533,0.4623229462,0.3276632516,0.893483935
42.8429220166,28.7534253985,,0.0892960698,0.1450237771,0.6759958185,0.7648820735,0.4650703603,0.4094012367,0.4101795363,0.8637240008,0.4849949753,0.2134754998,0.1434077791,0.7104372799,0.6122558021,0.3965617235,0.0052143769,0.722279748,0.5715712606,0.7254107148,0.7939405648,0.2255069719,0.9630358531,0.4751940802,0.4895241517,0.7256659073
174.3060129917,130.2315963742,,0.7824439831,0.7792508808,0.516045265,0.2797955008,0.5231723345,0.8340524319,0.1600654334,0.0574785873,0.5669280498,0.9296301592,0.8486477598,0.9521036611,0.3841438134,0.1907512347,0.570047753,0.4093595608,0.6595299579,0.8604156512,0.5804157696,0.4768994524,0.8342686403,0.9347866719,0.6814538649,0.447275176
42.0516282748,25.6464542282,,0.7135622612,0.9674569217,0.7768211687,0.3656568551,0.7267251091,0.900990456,0.1191834384,0.1045165566,0.1467332409,0.8549705004,0.6451542264,0.6693691273,0.0771246628,0.9023219447,0.0619765498,0.8928273514,0.2963679369,0.9994660675,0.8976454141,0.6986424183,0.1132946228,0.4009048089,0.5552732326,0.6730650482
210.6646904122,160.8831402875,,0.2319165946,0.0851202892,0.5228516863,0.7677763759,0.2499267433,0.9462146769,0.2811652596,0.5768022258,0.8224072989,0.7645047197,0.1254629574,0.779237746,0.7107475841,0.259323807,0.070596587,0.0202741525,0.9064983094,0.848573982,0.2446853753,0.7149332306,0.7708672515,0.0921092472,0.6929683723,0.0020785922
83.2820796141,58.6550559497,,0.6627870238,0.1798203071,0.3113574201,0.350688072,0.8419624614,0.24033053,0.7083052723,0.1260344408,0.5280315221,0.6925010407,0.1539551393,0.7603363551,0.8729504965,0.3394833068,0.4171387912,0.0406054501,0.2609406894,0.4138449499,0.2136429694,0.4258293221,0.7888099761,0.3223351267,0.1932643917,0.2362947012
44.9573563254,27.1051113055,,0.9991898889,0.4101439168,0.878525974,0.0197681175,0.9402049419,0.6670495044,0.7345281343,0.3924170441,0.40731749,0.9316361121,0.5972602082,0.1767669682,0.7865683646,0.8148046669,0.0167996668,0.7146548763,0.2631593963,0.2600868866,0.6821770459,0.8200533849,0.2853014642,0.3858132364,0.9862871879,0.9548039476
63.8317018015,41.9120909795,,0.0804771968,0.012973629,0.9620780994,0.8597112209,0.70974491,0.0726489629,0.2753510971,0.0541154657,0.6154364519,0.9081810437,0.6948566635,0.3289731215,0.8685782124,0.3397868464,0.4769725415,0.6016404366,0.3545913877,0.2431127481,0.4001021717,0.274968565,0.9493037519,0.3082629331,0.7630327002,0.548982955
180.0853804155,136.2915218257,,0.3320321873,0.5921256944,0.5218437556,0.9703337679,0.4584713476,0.4543599094,0.881559651,0.8728681615,0.8733509529,0.4761936356,0.081589161,0.262089424,0.9812999077,0.0012249798,0.8180985635,0.1269316203,0.1140831009,0.0087057763,0.7318154483,0.12419314,0.7333522948,0.1323259058,0.6563618748,0.0741359897
44.4636864762,39.842981915,,0.3902797641,0.7713069991,0.8700675908,0.7301720649,0.1269195551,0.4056518496,0.4233152318,0.8412215079,0.848867957,0.4236857842,0.723821015,0.6122425719,0.8247710966,0.9975650249,0.9538560268,0.2865962354,0.8754546499,0.8012161174,0.5662649231,0.7233228983,0.0039265717,0.6552095084,0.0602401974,0.523072745
103.0886174978,72.8056955265,,0.1872307571,0.5043597487,0.473161895,0.4683451608,0.8021061316,0.4863833429,0.5414140076,0.7868569718,0.6886316542,0.2337348519,0.2809407371,0.0212728711,0.1695152469,0.9657804239,0.8174067701,0.0941960256,0.4374101762,0.3747575286,0.6561781748,0.4942303746,0.5986199793,0.7865081313,0.223940818,0.3770907147
130.6296659875,94.7203408637,,0.3187785116,0.5857622293,0.4366262249,0.7751501951,0.4545694733,0.4357871013,0.2524150952,0.0394794127,0.27527513,0.3935074243,0.6539410939,0.1003448816,0.8789215445,0.6237394943,0.2704185761,0.1252992926,0.1900132707,0.049972961,0.8982699686,0.6784092861,0.4893278581,0.9441717141,0.5079295061,0.5398312999
207.9862012725,158.7773624722,,0.7709666441,0.1543548963,0.9348520722,0.9318596683,0.347834597,0.3962581958,0.3443571851,0.0157350442,0.0339493887,0.7941645482,0.7327899749,0.1729159505,0.9204553878,0.6460321805,0.1815820852,0.7651797802,0.2319458687,0.2093376641,0.3161477314,0.7798332738,0.0006722582,0.1565898467,0.4381508701,0.0094780831
42.6219596647,25.1203041907,,0.3284468844,0.2332602507,0.0975318122,0.190188946,0.8195211327,0.5659143069,0.4497824395,0.8276279792,0.3624485295,0.014616985,0.6043112756,0.2775314778,0.8149180363,0.941225176,0.3113411584,0.0151701131,0.3027698276,0.7739686993,0.7576332582,0.9277975218,0.7828822952,0.7887604352,0.9454338041,0.8947660641
51.2760770028,49.5203363927,,0.239345494,0.5989652239,0.1143902081,0.8819030748,0.383312928,0.9478966779,0.9327860699,0.2699041914,0.0091500667,0.5320994622,0.7322949612,0.1609154668,0.2229745375,0.7485139785,0.8895553303,0.9631390685,0.6044095808,0.4549096024,0.5682200639,0.6402119521,0.9883488607,0.0605115066,0.4267355428,0.6302709237
132.8863594957,97.2544545549,,0.960757158,0.5225349719,0.5699574178,0.5890313904,0.3510084286,0.1143805514,0.9768107019,0.7918712434,0.9729886623,0.1525323443,0.8715546286,0.2418254193,0.6181682898,0.2217405527,0.0228131447,0.2735608302,0.8360746374,0.8218587335,0.7523843067,0.7178150053,0.3510723052,0.7747451653,0.5149428768,0.4964465373
52.4597464675,34.3440033105,,0.059085041,0.1759268657,0.2701023805,0.8551588404,0.4238701517,0.1532637981,0.5099040481,0.3091230099,0.7496824795,0.203639745,0.7276519905,0.7761399553,0.2456412822,0.4187456774,0.3181152004,0.3026454533,0.0168410001,0.4823103755,0.3844689429,0.2497763989,0.1182220763,0.9236719415,0.6939491123,0.7998800498
39.7599436286,21.1520889206,,0.5894457796,0.7463731386,0.0720451501,0.1682627344,0.9524925414,0.215502602,0.8541587198,0.9606379163,0.9984307306,0.283792716,0.6240061328,0.7036481654,0.8157786867,0.8640242569,0.3596453942,0.6939991134,0.9201097866,0.9140771546,0.2808589593,0.9611578984,0.0330268315,0.0910050264,0.1457256907,0.3192326956
41.2463819582,23.198638074,,0.5283583453,0.55180127,0.4795669432,0.195563566,0.8144062783,0.3310627239,0.2360528698,0.1667193786,0.9533010701,0.6095462751,0.6881071382,0.9070095157,0.6319962749,0.1026528745,0.9253494936,0.5602827933,0.1941622382,0.7441624655,0.1951670494,0.3827007368,0.8182138378,0.8180823611,0.4661073006,0.8723356842
120.5841331858,87.4825764106,,0.0839350078,0.7002606613,0.0151366672,0.5008588666,0.1086384447,0.4114554089,0.5444105943,0.5932472988,0.1535257243,0.2548391396,0.3185523379,0.8633525611,0.1018900538,0.9134578299,0.0800394461,0.6063383627,0.4930295421,0.5169518257,0.0481483491,0.5734083967,0.8592165121,0.3518859317,0.1360089271,0.1099093876
45.4268110158,28.6789743203,,0.9577938174,0.0863244386,0.6306728387,0.2248086386,0.1164467877,0.6068263327,0.9727005691,0.8777094448,0.3169251077,0.8248245465,0.9446239578,0.9189819632,0.8309659755,0.0993928281,0.5317424432,0.7992505623,0.1918964213,0.2446918762,0.9540628457,0.3763936388,0.0363687734,0.4429266907,0.8847940044,0.8913750503
57.0633336036,55.8004756537,,0.8829108125,0.7674350787,0.6686593834,0.4586412015,0.2274472808,0.4355667049,0.4323919025,0.2224812028,0.4306775403,0.3573014966,0.3401272314,0.6676619139,0.7481694953,0.0230947616,0.8880131847,0.4408140175,0.5112570443,0.2832255314,0.0552041858,0.4384583483,0.9053049205,0.1109639899,0.3325119486,0.8482272536
65.7861122146,65.1144452264,,0.011631037,0.0131626261,0.1353342175,0.2917482727,0.7803532641,0.3544149472,0.8740858332,0.2108227176,0.3836540324,0.4947145569,0.0032073982,0.1629450808,0.9624327211,0.3055865976,0.6989284738,0.7478733997,0.1240423354,0.3259525223,0.4263140573,0.4738750888,0.6747837848,0.5465281596,0.5477243312,0.9904363768
97.2720746432,69.0360340015,,0.9780569534,0.570344296,0.2976693654,0.7636377977,0.0175453561,0.6870179504,0.9031420577,0.451062185,0.7145366108,0.2196914773,0.3638643375,0.9450156442,0.2994586689,0.3560958638,0.4234825204,0.2960062855,0.569937067,0.5589835153,0.5606001759,0.502839065,0.6811561367,0.5662151716,0.4076379488,0.4613495904
40.4513858607,20.894036827,,0.7090330746,0.9370741163,0.8658612663,0.2007136867,0.6026904532,0.0789204728,0.3265184855,0.9044335588,0.2999391875,0.6970870609,0.8308840687,0.1125152802,0.7179610582,0.6509576034,0.7061020009,0.9320167929,0.0511056121,0.2704569124,0.199077283,0.0450592548,0.3086936382,0.2897219695,0.8972639221,0.7965589196
