Awareness Overtime,Awareness Total,,Awareness Impact TP1,Awareness Impact TP2,Awareness Impact TP3,Awareness Impact TP4,Awareness Impact TP5,Awareness Impact TP6,Awareness Impact TP7,Discussion Heat Impact TP1,Discussion Heat Impact TP2,Discussion Heat Impact TP3,Discussion Heat Impact TP4,Discussion Heat Impact TP5,Discussion Heat Impact TP6,Discussion Heat Impact TP7,,,,,,,,,,
136.5979332217,99.825850388,,0.7561841384,0.1105623255,0.6550761795,0.8650159834,0.9169028944,0.9093988303,0.8515184947,0.4690014711,0.800041947,0.3478131249,0.3818101813,0.0959229722,0.5151874022,0.597385508,0.8191455,0.0063820559,0.5675972799,0.8638413712,0.4111322711,0.9352740645,0.4770482708,0.3009659106,0.849994789,0.3700298643
165.9968270522,126.2354731132,,0.4793707144,0.2889225727,0.1787029972,0.072304757,0.0150482458,0.2396033505,0.237111137,0.7249812387,0.1789845259,0.9129283063,0.7875406723,0.298265981,0.556517041,0.0805504364,0.4758439626,0.9718256976,0.9029831205,0.2572113814,0.0818365704,0.2243205005,0.9376212713,0.1350323433,0.0920876599,0.0073574543
49.7477139277,32.8920524843,,0.1173164245,0.3023136878,0.4884095866,0.7578011862,0.6316749859,0.8059558463,0.7869893367,0.370542076,0.018141725,0.1254030405,0.7859560344,0.1532374155,0.7343471845,0.1660505585,0.1832800305,0.2152040505,0.7446009745,0.9513453216,0.2122512887,0.7045557185,0.6784227277,0.7953484905,0.708385613,0.8008421043
170.8724537163,128.3697440223,,0.4012291968,0.8713180612,0.5694592545,0.3948609103,0.9007724511,0.2569082889,0.3994739695,0.9429779138,0.2376505524,0.7328719289,0.2377060058,0.0702043162,0.9341891717,0.8396903834,0.6655942086,0.1144450145,0.5832183171,0.955345956,0.2570738642,0.953744682,0.6467457587,0.4474891105,0.2920645715,0.1390236927
143.4602341374,106.5619258512,,0.3842548811,0.2745432979,0.8881720601,0.5667087829,0.6013311323,0.762828421,0.2222650411,0.6688285531,0.4415481457,0.6705733476,0.3114404341,0.3725572447,0.7580210098,0.0647270406,0.9019910456,0.8868544334,0.6957604787,0.982766555,0.3753421772,0.7107624921,0.9919392106,0.3292396523,0.2215244278,0.1260876519
40.3988199672,36.5588926034,,0.1584065534,0.9655684569,0.5536020776,0.8366045545,0.1492661087,0.4916800963,0.3405778579,0.3465881752,0.3360562088,0.7893187128,0.521646264,0.1333912631,0.6140500211,0.9994330008,0.9312692721,0.661949314,0.2454188289,0.2398217944,0.0124001133,0.8135090552,0.608478413,0.0342600091,0.624282,0.356541107
134.2971972607,97.5999666045,,0.3669651023,0.1206154418,0.8616001141,0.674710465,0.699264535,0.0330069811,0.6933674982,0.084943694,0.1347428004,0.611843007,0.4027761499,0.728044836,0.2328062323,0.3856182062,0.2633464951,0.1949767586,0.8100425342,0.5896361635,0.6220605985,0.7638382384,0.6717728028,0.4393639841,0.5767648162,0.365731557
106.0497592726,75.0474476455,,0.8365699562,0.1599140778,0.7329802128,0.1721290596,0.055776545,0.1881879915,0.1043603725,0.0020115593,0.0247804927,0.9105053229,0.0813871403,0.5839652284,0.0587847938,0.2760804234,0.5344974988,0.0765879469,0.1630329473,0.6354987846,0.5406854279,0.1499697422,0.3659291193,0.1933831733,0.9267245974,0.3616765792
212.8635396486,161.2179512124,,0.9032182032,0.5357299079,0.8075091832,0.5225803164,0.3423676146,0.7949335842,0.5646117413,0.2410420105,0.0185192822,0.149308349,0.258008582,0.8583696689,0.2168567333,0.5189526529,0.2930243646,0.54413558,0.38095895,0.5160933712,0.2749001383,0.406852684,0.2526888596,0.9355842893,0.3749890321,0.0936731491
48.6317291103,39.6645959374,,0.256391314,0.3300233574,0.2054372563,0.502186557,0.6286517551,0.503991489,0.1533078532,0.9080592323,0.7645932664,0.0832054858,0.3604575477,0.0241702485,0.0026663396,0.6669161181,0.052077795,0.2500634607,0.6021125096,0.4556719485,0.71466303,0.6449495782,0.9807588811,0.6616081172,0.7032707951,0.9631556871
39.5225144002,23.976569209,,0.3755280995,0.454708843,0.2182894433,0.4278341027,0.9640239288,0.6760307403,0.2335313993,0.7869063011,0.1427798171,0.0576642125,0.880321003,0.5946320242,0.096234204,0.2292478373,0.9963476976,0.5928573148,0.0102226419,0.3621412079,0.0334068927,0.5279094602,0.2847537449,0.9048995357,0.2847523215,0.7322712542
85.2724535906,60.6220195861,,0.8830625091,0.497482886,0.4406355091,0.3245802716,0.5174104847,0.8166725298,0.8097091331,0.9371636784,0.7168299142,0.8014545329,0.1543230088,0.4672326944,0.9479845657,0.4346713723,0.9793426016,0.4660252965,0.8675470349,0.0160303048,0.2869721623,0.4295990251,0.4729686645,0.651596684,0.2641652808,0.4356408975
42.9932335485,34.848785029,,0.3882451184,0.506189799,0.1045579524,0.2825746595,0.7722564761,0.2176369237,0.18346048,0.5304100723,0.3694882743,0.7556314723,0.1022960641,0.6171926948,0.0364156843,0.9229796115,0.697975699,0.5305771132,0.6715597723,0.643308455,0.973050428,0.3509602696,0.8532017505,0.1568487583,0.0440834187,0.3507756014
146.394194191,109.1255912484,,0.6459671274,0.2546936393,0.6285363584,0.2339631419,0.9759685003,0.721973927,0.2945654842,0.5302942687,0.693922451,0.2316798945,0.6834751883,0.1211443592,0.9466321146,0.0333981759,0.1811772288,0.3664702474,0.7594540449,0.9150218213,0.0628569186,0.327163678,0.7958443774,0.0805302585,0.9641475558,0.1326160653
73.1050042742,50.112861352,,0.104805562,0.7832252754,0.6424670018,0.6302436975,0.2930319902,0.7813479499,0.3837715215,0.0718866698,0.9657791174,0.9417908266,0.082833441,0.741409164,0.4689574078,0.6076583139,0.9792511494,0.1084923389,0.9346784454,0.6667176019,0.2667507632,0.3055254036,0.3834582975,0.6103214896,0.309941372,0.4676644259
67.9927571175,68.6339631814,,0.168508299,0.2561734304,0.0005365958,0.7505425714,0.361021263,0.2233440288,0.864156718,0.6457794772,0.7700867156,0.694237956,0.8891778129,0.5513514859,0.1668463,0.4757481612,0.6906953792,0.4220484962,0.9397258028,0.8806246728,0.5455216003,0.7246576433,0.8460583051,0.4901231301,0.0382369384,0.853177273
68.5619922117,47.5936917161,,0.7451379279,0.4302881092,0.5436686386,0.6212796326,0.1987217384,0.3967649394,0.5377696857,0.4424042202,0.6072229282,0.2968227195,0.7767239082,0.3322778541,0.113314828,0.0423107803,0.713204095,0.9243218618,0.8493932931,0.723559314,0.1290617416,0.2753203805,0.2313193512,0.1217742478,0.8553285433,0.356888366
42.6119455871,25.995989632,,0.9080928667,0.2762656531,0.6232612918,0.7776916023,0.6655825968,0.6128876828,0.5442635694,0.4620350518,0.0521658666,0.9613572679,0.451868705,0.7223503558,0.7451073399,0.6416580401,0.3555709124,0.4062766247,0.7087321332,0.6835246929,0.5541420554,0.5734436283,0.0089265626,0.1580421934,0.5351736623,0.4627297977
105.2301388659,75.2361922472,,0.7432249488,0.546683539,0.6479356213,0.3476819228,0.9217185048,0.0506482493,0.678243503,0.2459471778,0.2912479013,0.7521535983,0.8768794624,0.3479828287,0.03381904,0.5793689224,0.6972117295,0.4609720068,0.9899065424,0.0979730457,0.4830107073,0.7257889497,0.5582871616,0.2548533135,0.6140598941,0.358020646
206.5433737337,156.0315579272,,0.7062716957,0.3332543522,0.1650126515,0.1884661466,0.5876798652,0.5437233727,0.9620464575,0.3341985339,0.1106302157,0.871487834,0.0322182029,0.4181889523,0.4231928178,0.0284410697,0.8320259166,0.3736561707,0.6921795253,0.6166991467,0.3145334831,0.0187187395,0.7388230023,0.9007329639,0.848516318,0.2675914041
56.2200897137,56.7297659486,,0.0648223501,0.9063671915,0.2384384131,0.0564813993,0.5532095853,0.9174778438,0.6106715304,0.8055038907,0.6607178815,0.8250084104,0.7292198753,0.5123505064,0.2318092349,0.1979642872,0.3833146098,0.3791084781,0.1592453015,0.3923338811,0.8495942428,0.2105422913,0.9920622184,0.4914238633,0.0731885492,0.6903134631
53.3544704743,51.3397840031,,0.2490364155,0.3798853775,0.1348752784,0.0410287278,0.6342053352,0.7937466261,0.7755803215,0.5046700317,0.5707331403,0.7600567549,0.234843665,0.5418749317,0.4703882756,0.4422848518,0.4264749779,0.6416990832,0.938126526,0.0414067117,0.5224744452,0.1579070808,0.674749229,0.0676515585,0.3453955372,0.6435018831
147.5417673239,109.0111803048,,0.185333335,0.9941694743,0.5796786685,0.7421171498,0.5271064601,0.0314198118,0.7040853919,0.8130605342,0.2376663869,0.519869375,0.7202153849,0.1162107815,0.2729215793,0.2286290943,0.2061889905,0.5636346716,0.2538550584,0.668945669,0.9599303617,0.7567044615,0.5721913372,0.3840052278,0.5130876009,0.2706606313
68.1120314954,47.1463593111,,0.9372721537,0.060293894,0.0944776722,0.9229781466,0.7599235882,0.2207997742,0.2010458491,0.067559298,0.3638233487,0.2066300677,0.7946804359,0.7936898032,0.390854215,0.1311554281,0.2848256968,0.2768588444,0.9241554316,0.499583721,0.8796869695,0.4279581201,0.791060965,0.2269033485,0.5929238559,0.4180387688
199.8929062507,152.0101269917,,0.2278397891,0.8584262626,0.1780786522,0.6177192618,0.5891303281,0.8996991431,0.5295890894,0.9835012111,0.0671870261,0.29634092,0.6370856515,0.9476644112,0.4495342762,0.2694032685,0.0087755217,0.4240761574,0.7883493541,0.9081403111,0.5900668063,0.629164154,0.4808722143,0.1496123861,0.5951881036,0.0354664437
56.8369011622,55.0960940179,,0.6673668213,0.0333381099,0.3424099553,0.9245856275,0.0416354464,0.4092478477,0.1375768089,0.6870389403,0.1388134924,0.5984809107,0.4860088653,0.228409431,0.9161493645,0.8591075757,0.4294355208,0.5843683255,0.9747001495,0.8926466283,0.602473144,0.1215516778,0.0833505526,0.0422874733,0.6822618819,0.5069394043
138.9643922729,102.0130783169,,0.7612894504,0.2800156356,0.2652272856,0.9652981927,0.5510541847,0.5573788912,0.8465346218,0.2124144208,0.2714800943,0.6034209386,0.5006550467,0.8512565559,0.978368843,0.7933480404,0.0655641841,0.9488715484,0.5804159068,0.2827835235,0.1184456511,0.9737325723,0.0589140968,0.2050038992,0.797373352,0.2664208512
98.4819574511,69.3430022735,,0.0219763751,0.3623393316,0.5712977752,0.7409372612,0.8874980348,0.5079607057,0.3897637457,0.5696039527,0.3338047885,0.0105638417,0.2541376561,0.1914307162,0.7829099968,0.4220013387,0.143724736,0.1019835635,0.5885302096,0.2267008104,0.4030077884,0.5322089657,0.2894858217,0.8417478778,0.1503407731,0.3043292461
40.9370705196,27.6290859719,,0.7588394267,0.7578011449,0.0037820669,0.8648402228,0.3301008666,0.5635453713,0.4363536075,0.7378056198,0.0140555187,0.4801783152,0.3708640433,0.4160565858,0.7332477341,0.9474654825,0.2035354249,0.0135693621,0.0958787763,0.749186587,0.3060241908,0.839207692,0.6068546981,0.1433358261,0.1970294693,0.4201808895
170.8428792986,127.2029815061,,0.3709465122,0.4712281165,0.997532628,0.4029823477,0.2815010611,0.7597014503,0.4878139293,0.1902375426,0.4078681382,0.9018954493,0.069743518,0.1338045252,0.7956856903,0.1046248345,0.2044458186,0.5976339576,0.1763913043,0.4241554878,0.4432873916,0.2283098617,0.1458051841,0.3772303592,0.9992408275,0.3268562635
61.6541587523,61.7450272244,,0.2163559607,0.8104810126,0.9160275584,0.3023090288,0.7734975947,0.4388997291,0.2840454218,0.8057162108,0.3740919241,0.7228366072,0.6249370268,0.2926442046,0.0130081661,0.0430245532,0.520757589,0.4429314319,0.9539169193,0.4544244667,0.7990519847,0.0783447396,0.4712333938,0.6522221375,0.1017521753,0.9619582742
43.9127216621,32.7593980761,,0.3823905355,0.1670968275,0.4636582687,0.1374885116,0.5630994396,0.2219212373,0.6053674425,0.2724830561,0.7329812556,0.1283413127,0.0058669709,0.8061750078,0.6749312614,0.5792233113,0.4616088711,0.5709786562,0.7088018871,0.7017449814,0.7617354259,0.9560165464,0.6784688696,0.2759461521,0.3132263843,0.6117318602
56.2477651573,51.8080476678,,0.9310704386,0.0948439078,0.0350899112,0.156553803,0.7681866328,0.0447557987,0.6073215173,0.3397485793,0.6309520769,0.1182641001,0.2082061634,0.6390017949,0.8445721237,0.2372931066,0.202640537,0.3269424,0.0924389206,0.4600602336,0.8545042153,0.6277328517,0.9160206907,0.873201218,0.0277097736,0.703013273
187.6716772137,140.5890737522,,0.4439234723,0.2291583604,0.0134134386,0.8559025238,0.2420020294,0.1789600898,0.0749696856,0.5224223178,0.6461222918,0.7718089414,0.0375644548,0.331624923,0.1901549463,0.7454344647,0.2660635232,0.7588691687,0.7740059735,0.0149562523,0.6724637625,0.6711033761,0.0299665525,0.6830414939,0.973437089,0.3686778162
205.6349929773,155.4604068395,,0.9403916322,0.8404306959,0.278807734,0.5651233723,0.1356922659,0.4034440633,0.2334059029,0.1144976321,0.458854449,0.2438699742,0.3575917645,0.1953129767,0.3211726876,0.9066765443,0.9358456184,0.0907254484,0.0936140389,0.2822756614,0.7881713676,0.6665780555,0.2792038733,0.702608641,0.5256625297,0.1420549698
178.3711641042,132.8972464628,,0.4940524686,0.0641111083,0.4394309029,0.7721178817,0.348116805,0.7456540789,0.0011999324,0.6165601574,0.1615195598,0.285847331,0.0642166788,0.657427413,0.0782228874,0.0116299916,0.2447368572,0.1447183323,0.5460823127,0.0688625986,0.6371903896,0.1996928952,0.3207811795,0.5956735645,0.9702352024,0.3857795283
128.6750430253,92.323415186,,0.1208742133,0.1006026029,0.5462591933,0.1689866549,0.8121439395,0.4601220389,0.8234918924,0.932888324,0.5317011161,0.3339068448,0.2977386478,0.4876674015,0.4757367212,0.2112622839,0.419851786,0.8183642893,0.1695594143,0.7484080209,0.6454049688,0.1543925189,0.914529028,0.5338562863,0.3546381318,0.3105475088
54.6176230571,35.974906729,,0.7637233912,0.9279102185,0.303592567,0.6491481545,0.8166520968,0.1623488037,0.4714563904,0.9436151139,0.8430574707,0.4576524108,0.6544932456,0.8857039953,0.2468197662,0.5176633432,0.9235278131,0.9717753998,0.1632097914,0.39536362,0.1098134252,0.0278981723,0.0462089642,0.3884927484,0.8132093026,0.6892455989
105.2255708316,74.5632816888,,0.4473435167,0.3200155765,0.0369453524,0.736159416,0.8134557473,0.2859908347,0.4448552379,0.3074195532,0.0380619396,0.7121795323,0.409808861,0.6606719692,0.1894234927,0.3507708394,0.4761780364,0.3306315578,0.3081835913,0.6698933779,0.5945197536,0.247589898,0.418399169,0.9411175813,0.5032635282,0.6219228927
63.2222547426,62.3773690915,,0.9280238105,0.2139450865,0.9300410517,0.1747070124,0.4083741753,0.2813190162,0.8643971496,0.6002165495,0.3368388992,0.6864790912,0.013973502,0.982988674,0.763065799,0.7990238042,0.6978576183,0.2603074808,0.0160890745,0.9968315338,0.8536413136,0.7203714413,0.5083358077,0.0305309734,0.5388341653,0.9570735888
198.3486790068,149.4698906185,,0.412176546,0.7185008828,0.2926298021,0.6642372395,0.4856620955,0.2229178839,0.9906233379,0.1453143866,0.606314919,0.2911599532,0.3729307593,0.4389679974,0.6353198938,0.0119129273,0.2552620655,0.5166232554,0.0791862613,0.8316156857,0.542851994,0.0949871487,0.6419286681,0.8044191143,0.5587529235,0.2246997177
200.6107274029,151.1672799261,,0.1680419518,0.3076230828,0.870847377,0.9656942158,0.665021038,0.7445945897,0.7560377997,0.1405078511,0.063903611,0.0784591439,0.6754235293,0.3686985522,0.1272898502,0.3923968763,0.6508766526,0.3286871355,0.4465204332,0.0561635799,0.2312792713,0.4677589022,0.7831697947,0.4934963722,0.8157869932,0.1866220151
157.9777665469,116.873173203,,0.1047391684,0.991352019,0.4618344709,0.8618346221,0.5404096705,0.4694660007,0.9472008594,0.9375764306,0.1399427828,0.637508435,0.7783041027,0.7176549019,0.7572917281,0.507152872,0.040995177,0.4192994766,0.6002143371,0.7976626501,0.4754740751,0.5122125099,0.9881540252,0.3761383567,0.9235520446,0.359508477
216.2847724819,163.8641102484,,0.6428822516,0.5073595612,0.3443349265,0.7015879145,0.3998726159,0.3531926917,0.9235049791,0.5796559676,0.573103015,0.8578258165,0.4117296733,0.8825103266,0.3319589972,0.8826306889,0.7193273968,0.8183862915,0.3561379142,0.2132408353,0.9671721112,0.2630617958,0.7229300423,0.851474303,0.6479197625,0.116088646
183.487079162,137.5938068187,,0.4509797456,0.8260177728,0.286991756,0.5089305509,0.375605628,0.6083287849,0.0093514067,0.9519524871,0.0629858994,0.1040011953,0.7159616574,0.2816200239,0.2839912092,0.1048783635,0.152913404,0.5749315289,0.1631740969,0.0334874927,0.0165654303,0.0350195632,0.4944007478,0.788907802,0.3796388202,0.2200228749
53.6631088838,49.9813889189,,0.8718368824,0.5119741,0.1460596691,0.8867433393,0.223476884,0.1277561815,0.9464463404,0.1512672137,0.054131246,0.5945442789,0.8714880057,0.6306434602,0.2057641538,0.8911089086,0.7070638616,0.7228764166,0.225299696,0.9077931496,0.8828031221,0.2069037436,0.4934917436,0.5720344697,0.1748879494,0.8998950112
49.195836118,45.8329573483,,0.1131787607,0.7352015977,0.3142528485,0.1961201879,0.1812220112,0.5751720709,0.0429356768,0.9298013404,0.4756514561,0.5278641277,0.8341868001,0.1537747011,0.7780208852,0.0509762774,0.446045019,0.1064551425,0.0206997951,0.84447701,0.7134395434,0.8515078662,0.199806542,0.5049252587,0.500479958,0.8177974426
41.4890730387,31.083544322,,0.5267136731,0.974492981,0.5324466906,0.7415975662,0.6045326144,0.5605983158,0.9060966563,0.3187092303,0.5107123488,0.7483485365,0.4372502501,0.2110492676,0.5428619515,0.5055297355,0.6462269664,0.9204349114,0.0421347573,0.288670444,0.1045493109,0.4417043467,0.1469875036,0.4987443567,0.0704353291,0.5379771652
60.7510817961,41.5150019402,,0.5498549103,0.7063672682,0.8259523658,0.9427728157,0.3302564495,0.568881754,0.8953056622,0.7868690523,0.7200787347,0.9955126308,0.3715875833,0.0721965736,0.2202536244,0.7818149953,0.9084141081,0.0707300135,0.8327783271,0.6309260381,0.5432273242,0.1132495144,0.2980008366,0.2066702914,0.4106441577,0.3510115362
53.8012433271,52.8339299203,,0.134320237,0.6223578995,0.5770828194,0.7227806122,0.965928094,0.5591536799,0.6820002963,0.540339331,0.0939437924,0.0291845627,0.8064258187,0.8175063966,0.5172730659,0.6510912635,0.0060764274,0.7108577131,0.6417457019,0.1895201163,0.2441929098,0.2147590046,0.7295649302,0.0250888972,0.038335288,0.55898274
66.3378942175,45.5797159364,,0.7358273268,0.1676507031,0.9957291326,0.594095993,0.5548491462,0.4032178688,0.5533552218,0.8179703289,0.8562608484,0.1736980427,0.6618269073,0.5961782527,0.6293089678,0.8286326835,0.8562005023,0.5597055409,0.2735303166,0.9594180329,0.1422167157,0.1253222461,0.5749403493,0.6290271583,0.3930712971,0.5771193528
185.0041658139,138.5502305095,,0.1891043613,0.444041018,0.4996656958,0.172132753,0.315936216,0.5808353369,0.3463898441,0.2886389598,0.0957962793,0.0740596296,0.7948402087,0.7226225483,0.8824365637,0.9030829577,0.24947876,0.8560782079,0.9555679707,0.670870855,0.052089082,0.5702250079,0.4243003978,0.9597964408,0.9059881202,0.4573741612
107.4110686466,75.7586705671,,0.0424341024,0.7701780982,0.7663033727,0.0971061065,0.4075560131,0.7998748972,0.1492269072,0.9055760525,0.5481225318,0.7070600299,0.6110089887,0.3411820325,0.2161856918,0.9133320572,0.2265559987,0.0554929574,0.2981473015,0.9506119232,0.2578486302,0.915248475,0.6319011208,0.832813853,0.8439980005,0.6894064791
169.4098400284,126.1092962602,,0.1759505893,0.442066176,0.4676089507,0.5946281431,0.9145657896,0.4592982621,0.1562209825,0.8232544914,0.1027696468,0.9402979627,0.8629495851,0.639742445,0.4559206498,0.2408835109,0.2370516118,0.6246924444,0.6708851056,0.6286226029,0.0429899069,0.1700138518,0.2292691707,0.583570851,0.8156747316,0.3844382735
62.5520137619,41.3812568532,,0.7779069728,0.4867903008,0.9499100062,0.1555050426,0.5077781822,0.1229482529,0.3136749033,0.2323073175,0.8597543462,0.1820853569,0.6477221602,0.8427010824,0.5740506485,0.7356812817,0.468076669,0.53934343,0.5699853271,0.4834352428,0.9233688481,0.6808409429,0.3936266955,0.4197172547,0.0755394778,0.1974523828
64.7452696787,65.8103148555,,0.0031331823,0.4524363535,0.3703036785,0.0652046275,0.4750691338,0.4221090552,0.6428637565,0.2179442608,0.8097052572,0.9152026082,0.864711662,0.4637620082,0.3892895531,0.2433648614,0.9789641943,0.3403904024,0.8005005347,0.9689427969,0.5945245637,0.7435898668,0.6707716692,0.397230021,0.0134665528,0.5932019648
72.6169795319,49.7609861322,,0.8879024667,0.5271733902,0.0513882523,0.7634631222,0.0733475912,0.0548071748,0.3770844036,0.997335528,0.4618030575,0.1574728047,0.6457377724,0.5490267116,0.4031837705,0.9519212107,0.528931607,0.8545327033,0.5478145791,0.7156834159,0.8551365589,0.616954253,0.4016325607,0.1886349039,0.4659274186,0.3114994515
107.1933731913,76.9375449732,,0.3454251862,0.5304674701,0.0660361978,0.2644998107,0.4006058448,0.7998218488,0.299449895,0.1414317867,0.9937543754,0.142123461,0.5191127113,0.890848857,0.7231267694,0.22570256,0.2343941507,0.9342937858,0.6625652903,0.849568861,0.018335855,0.6666749971,0.0517160956,0.0612505187,0.7357917404,0.1372543193
163.4977353161,121.3715965404,,0.3161889763,0.5693955745,0.3139274866,0.1183083328,0.2372690498,0.7133737075,0.9181471005,0.636688744,0.7480181621,0.7609045594,0.3193654121,0.4429219969,0.2710794589,0.8447786856,0.4426478089,0.823151832,0.733225527,0.4210255455,0.5725888801,0.6211429788,0.3926668079,0.7334226492,0.4574044397,0.3307279891
39.3026603282,24.7045233303,,0.3973637881,0.4030283184,0.6015619589,0.6434934226,0.5560629519,0.926460434,0.3658764965,0.8921653885,0.1485030497,0.5629317879,0.104351035,0.4170689877,0.7272145165,0.8175922397,0.4586406407,0.0011997967,0.7705622333,0.4875169603,0.103872913,0.1688599103,0.7351572022,0.0267184724,0.6936574519,0.323474814
126.6734208432,91.7101780614,,0.5254904726,0.8078503073,0.4874693149,0.4121217946,0.6496183643,0.7108080609,0.160192975,0.047464404,0.3619549266,0.3522235413,0.5914644465,0.7922016153,0.9077041355,0.1848863076,0.0115513282,0.6168042328,0.5781910638,0.6424161166,0.7408617046,0.378225715,0.6623271262,0.4820487099,0.9017745434,0.5354377751
109.4133173094,77.2608758559,,0.53667206,0.4871868477,0.9043358116,0.2170559113,0.0750311875,0.7314068067,0.2114659969,0.186983833,0.2782529816,0.6769006437,0.8746764739,0.2159197142,0.5258693526,0.4828724637,0.5978935033,0.8597313295,0.1334464633,0.0331969492,0.6348401866,0.6701213438,0.9629913754,0.357686853,0.6545286782,0.4186678655
199.7072453088,151.2492673354,,0.6784860673,0.3176056328,0.8197659755,0.0022394652,0.8645967803,0.6536001161,0.7151783804,0.3159481916,0.6338333536,0.7530172474,0.43411166,0.5292178617,0.5359100282,0.7836084045,0.0878647123,0.8812089149,0.5527850811,0.1619131721,0.2360668251,0.3237557321,0.7138339439,0.6771540872,0.2536099056,0.0831355814
187.9292514846,141.9383731484,,0.3978367691,0.9752625675,0.4473985105,0.4864031982,0.7019374663,0.5226957069,0.8152821728,0.2036884644,0.3524588826,0.6159919461,0.6998862906,0.3947689388,0.5084341864,0.4805537796,0.231658847,0.116393399,0.4659418485,0.01093364,0.3783026258,0.7462456798,0.7098079808,0.2449387589,0.6218630904,0.1101035835
46.1497920369,28.6651296574,,0.9789661595,0.235159839,0.7700948838,0.4606600466,0.0127416767,0.5840672664,0.1753302775,0.4496391439,0.4275537495,0.5426077153,0.6819253361,0.7592530799,0.7370052858,0.2372730672,0.9524606247,0.1147100288,0.873057174,0.2869026872,0.4332252367,0.986397469,0.6919599469,0.7980189882,0.111113912,0.408529132
106.3826201301,76.0314747658,,0.8558424273,0.4862854794,0.3869193869,0.9904578849,0.1693338665,0.4617156684,0.8441027852,0.3775214375,0.9203219692,0.0365494284,0.4274772689,0.1302006235,0.0249264498,0.7672540343,0.5628409099,0.2335357204,0.8089940087,0.8258943548,0.0464471915,0.2231587552,0.0718969048,0.7111572312,0.1123021155,0.2199648603
113.6341827991,80.5655133487,,0.6731445784,0.25560322,0.9456295206,0.0023593111,0.2582935626,0.8632584191,0.0524467774,0.6131811273,0.8978681444,0.9204477308,0.318045343,0.8978181892,0.3514802208,0.3628107395,0.2912718081,0.8006926102,0.3890637228,0.4527291933,0.216856807,0.2092096892,0.1021156549,0.9239356884,0.6046404812,0.6274272145
39.9338699415,24.4371153253,,0.4200618532,0.7838608466,0.6723953312,0.9861164719,0.1103426119,0.2293160619,0.8280480503,0.4515501819,0.3855396473,0.327398073,0.4674540527,0.1822663239,0.8668425438,0.3410398345,0.7554799905,0.6012216727,0.0603793437,0.8374225004,0.7310005929,0.9001619754,0.6914123574,0.0075010715,0.030518503,0.1737005178
36.6810060902,20.8276322755,,0.2111271621,0.9461863566,0.7604665217,0.7925104206,0.5417191922,0.9952643467,0.5648539405,0.3682003919,0.6577083885,0.6349234103,0.7327697379,0.9368575054,0.9148899866,0.8247987276,0.269357218,0.7939046417,0.1330550594,0.1417325543,0.2142260497,0.7498345496,0.3145914954,0.5389876163,0.1328695306,0.4445461453
49.508962917,43.4455246965,,0.5383026453,0.0604405211,0.6295060488,0.7574230153,0.006257376,0.3833207071,0.9338656153,0.2809582675,0.4412116175,0.63434972,0.0997937901,0.2876433713,0.0331185503,0.5266745063,0.1201467526,0.6130033987,0.9154705305,0.4987777238,0.3103032308,0.4020746633,0.7156929612,0.2015871018,0.6417198685,0.722284954
212.1129184932,160.6618548867,,0.0685365547,0.3762943403,0.3173090072,0.6326107533,0.1073910568,0.8929342602,0.7720188241,0.4170495679,0.8556700553,0.47856279,0.4548474505,0.3398598652,0.1288933078,0.4539122942,0.2026244089,0.4606852788,0.0278190402,0.6186912322,0.7512442945,0.7595931242,0.3539559043,0.2782345767,0.9466388776,0.065222297
39.9811495382,23.3212682912,,0.3110101392,0.2880004954,0.5156255047,0.0536489136,0.6693008712,0.9074473898,0.8358717649,0.8912424106,0.1649020807,0.2011149779,0.004566869,0.9316989815,0.2812471136,0.7022720075,0.6469928388,0.2456032142,0.718158035,0.0632821062,0.3290394282,0.6602825478,0.7917381011,0.4568785296,0.1418086526,0.4183838333
52.5160403296,49.5948042028,,0.728293098,0.5638274267,0.0118062314,0.5255147997,0.3164230686,0.0849985065,0.5568187704,0.3504577093,0.6636530526,0.8496509812,0.8554271865,0.0658759715,0.8674475997,0.7567817454,0.3272082389,0.0730994101,0.2551807781,0.9826715112,0.0310280068,0.6414870934,0.4736098049,0.1153043764,0.0804321363,0.611031158
101.9749308729,71.828539201,,0.1156265433,0.1351245962,0.5479896432,0.156279044,0.7605387151,0.4516338283,0.1845487598,0.2903156286,0.2738582154,0.5266212204,0.5147141958,0.9994606859,0.9635507222,0.9673572932,0.3864575911,0.6425012727,0.7219280935,0.3568725946,0.850623911,0.522692741,0.5958404264,0.5034797112,0.3251982655,0.3464261259
42.663065601,33.250474264,,0.3225521349,0.2379879759,0.3595493379,0.6193733864,0.2446625186,0.3645977416,0.9554668986,0.8990867812,0.6746580683,0.8802513042,0.3246627534,0.2224418928,0.2181602167,0.1172558338,0.1665057972,0.9569784105,0.7846586473,0.0352831951,0.0351133682,0.7871067243,0.0154973088,0.4913905734,0.1315231223,0.5393122907
141.5142332405,104.5134685601,,0.641106245,0.9504944159,0.9045204002,0.0749040433,0.8429494025,0.7637699173,0.1727985402,0.5345169681,0.0403849642,0.8387370335,0.0914803422,0.8054931058,0.64861104,0.252332903,0.1776310635,0.2014294203,0.2610967822,0.1170597846,0.7822445471,0.9925947504,0.3983747478,0.800336961,0.8502855576,0.6065824298
