0	31	0.8377749022601882
0	35	0.8514368821981977
1	9	0.8157959145012295
1	13	0.8024134270903894
2	7	0.813772563353421
2	36	0.8413269975882287
3	57	0.7229435847152503
4	37	0.7751445726472118
4	56	0.8353182669665279
5	16	0.8465805747459494
5	36	0.7930807133015707
5	53	0.7626375518427932
6	15	0.8817505860575697
6	36	0.8676846999402216
8	14	0.7637334898225288
8	36	0.8542180206209238
10	38	0.7727088150427248
11	22	0.8761323248786952
11	50	0.7737083467993263
12	25	0.8490548462132286
12	26	0.8189336529403598
12	32	0.8859677704834483
13	36	0.8384719739306764
14	38	0.7848582115688163
17	22	0.8771081590174467
18	53	0.913861245719831
19	21	0.8718899758537949
19	28	0.9193592507032005
20	22	0.8900730938444823
20	28	0.9009783169504997
20	30	0.8979172179486722
21	43	0.8920638544074929
21	45	0.8573062401198173
22	24	0.9094240618777012
23	30	0.8971485664915806
23	33	0.830730356858977
24	29	0.9649193598455651
24	37	0.76913210289186
24	54	0.727721654897971
27	29	0.9858997098150147
31	32	0.8660812851085111
32	41	0.8930405548446146
33	34	0.8567449989152198
39	45	0.835842354400045
40	44	0.858860460322302
41	42	0.9352515284858985
41	43	0.9625755766646276
42	53	0.7601171243021692
44	48	0.9579727788235672
45	46	0.9718660749810022
45	47	0.8676770393679392
45	48	0.8355205104116836
47	49	0.8406192340397995
51	52	0.853995456966519
51	53	0.7179134601870738
54	55	0.7465328208551232
56	57	0.8969446199387463
