  20.72785  29.16961
  20.92188  28.36634
  21.15689  28.23645
  21.23618  27.96112
  21.44848  27.73226
  21.67694  27.72327
  21.75298  27.54592
  21.95810  27.29457
  22.08629  27.15279
  22.40060  26.98351
  22.52546  26.92495
  22.60672  26.69130
  22.76285  26.64808
  22.89605  26.43246
  23.25988  26.20344
  23.46247  26.15924
  23.47340  26.02833
  23.58183  25.91631
  23.93054  25.87195
  24.02472  25.75775
  24.14479  25.61231
  24.33840  25.45395
  24.39037  25.23602
  24.41728  25.11355
  24.68583  24.86217
  25.11873  24.69321
  25.39983  24.60314
  25.75209  24.49854
  25.85668  24.37024
  26.10549  24.24911
  26.34706  24.07327
  26.78617  23.97636
  27.00224  23.97590
  27.08017  23.92389
  27.36113  23.66067
  28.14905  23.54111
  28.39434  23.47796
  28.67975  23.42379
  28.87826  23.35919
  28.92695  23.07983
  29.31723  23.07669
  29.47620  22.99956
  29.65621  22.97404
  29.82000  22.94089
  29.90036  22.82178
  30.07775  22.80622
  30.20827  22.70684
  30.79597  22.59564
  31.01611  22.57741
  31.18536  22.55444
  31.34695  22.54410
  31.40165  22.27907
  32.43056  22.16825
  32.76344  22.06026
  32.89673  21.79595
  34.56875  21.74621
  35.17719  21.73362
  35.33405  21.52259
  35.83141  21.36145
  36.81389  21.24276
  37.03466  21.19632
  37.56880  21.18337
  37.70792  21.06710
  38.07048  20.93956
  38.66172  20.93296
  39.06601  20.86616
  39.15850  20.72456
  39.29843  20.66460
  40.51154  20.64811
  40.85654  20.49471
  42.04354  20.38355
  42.38280  20.28279
  44.21067  20.24881
  44.62907  20.17031
  47.85521  20.14928
  48.34639  19.92292
  48.88217  19.86494
  49.51387  19.73970
  49.91979  19.62856
  50.04625  19.58541
  50.16764  19.35272
  50.54219  19.22425
  53.22963  19.20597
  54.70419  19.00504
  65.19133  19.00242
  65.41571  18.96043
  65.54580  18.92471
  65.63939  18.59490
  67.00290  18.57143
  67.17319  18.50886
  91.98864  18.47953
  91.99844  18.36111
  99.59876  18.27555
 127.66235  18.20612
 128.50673  18.18531
 129.02429  18.15913
 129.29485  18.15543
 132.04539  18.09631
 133.91380  18.08868
 134.07454  18.04259
