  24.26899  54.10572
  24.30491  53.49432
  24.37062  53.35415
  24.50218  25.42268
  25.19490  25.25943
  25.34904  25.25873
  25.63675  25.14036
  25.91040  24.67103
  26.75734  24.01828
  27.99973  23.93810
  28.25629  23.67893
  28.53212  23.49795
  28.75882  23.33378
  29.20688  23.31421
  29.55025  23.23301
  29.84127  23.21732
  29.91989  23.12304
  30.02978  23.05093
  30.10148  23.03714
  30.43995  23.02691
  30.64510  22.93781
  30.97809  22.91161
  31.03771  22.89238
  31.46866  22.53410
  32.25170  22.39642
  32.94734  22.34525
  33.11644  22.24579
  33.66315  22.22382
  33.68065  21.91211
  35.08558  21.89246
  35.08558  21.89246
  35.08558  21.89246
  35.08558  21.89246
  35.08558  21.89246
  35.08558  21.89246
  35.08558  21.89246
  35.08558  21.89246
  35.08558  21.89246
  35.08558  21.89246
  35.08558  21.89246
  35.08558  21.89246
  35.08558  21.89246
  35.08558  21.89246
  35.08558  21.89246
  35.08558  21.89246
  35.08558  21.89246
  35.09371  21.83942
  35.10678  21.76115
  35.12309  21.70504
  35.25547  21.64716
  36.29668  21.63860
  36.33620  21.41686
  36.81807  21.35936
  37.52196  21.22693
  37.68416  21.17260
  37.91450  21.10637
  38.08916  21.09721
  38.09645  21.02243
  38.46902  21.02057
  38.69323  20.96030
  38.69703  20.95474
  38.81169  20.85801
  39.30807  20.78815
  39.99446  20.78182
  40.22191  20.76651
  40.27764  20.74728
  40.78019  20.72378
  40.86782  20.55005
  41.75889  20.52386
  42.90434  20.30293
  44.70377  20.18955
  48.34639  19.92292
  48.88217  19.86494
  49.59148  19.73661
  50.08975  19.66801
  50.50660  19.63405
  50.53608  19.63366
  50.91552  19.62172
  51.03341  19.56042
  51.34792  19.51176
  52.25817  19.46970
  52.56912  19.45762
  52.88651  19.42315
  53.19952  19.37309
  53.31472  19.23060
  54.93302  19.08640
  63.60254  19.02888
  65.96305  18.97508
  65.97955  18.94326
  66.62647  18.67327
  67.04468  18.56926
  67.13141  18.51102
  67.17319  18.50886
  92.54110  18.46478
  93.95221  18.41119
  94.99296  18.31258
  96.87688  18.31196
  99.59876  18.27555
 132.45963  18.12084
 134.07454  18.04259
