0	1	0.9812376417187693
0	2	0.9832854730604828
0	3	0.8480926255454864
1	11	0.8602863095546573
4	7	0.9357082132758908
5	8	0.8755781677772664
6	8	0.8390668703197635
6	21	0.8410713741769528
7	11	0.9210920574524055
9	11	0.9906611224089863
10	13	0.9761070824191025
11	12	0.9368073142790825
11	14	0.9399298768737971
11	16	0.895586365886359
13	14	0.9706210050793848
15	19	0.8598347331208591
16	98	0.8653897225997651
17	37	0.8434412050574953
18	21	0.879141370781586
19	20	0.9484207436884413
20	25	0.8852679509141427
21	51	0.8777461808626685
22	23	0.9048492036231328
23	29	0.8586118031122387
24	25	0.9312888150348028
24	27	0.8799977673311765
24	30	0.8998545339084216
24	34	0.8575692974828877
26	28	0.9313901637251273
26	69	0.8542451876672023
29	46	0.852772045249556
30	52	0.888423156395339
30	71	0.8902554174538145
31	110	0.876258634314743
32	33	0.8625827498891023
33	52	0.8926429356706774
33	95	0.8898783589293628
34	35	0.8942828766185656
36	39	0.9186333079930095
36	40	0.8784555665740396
37	38	0.9389347900133609
37	64	0.8700376697753183
39	66	0.900629460571827
39	111	0.8119061785746311
41	42	0.8400610390498029
41	66	0.9211067812485405
41	67	0.9609487726874469
42	45	0.9004753384976876
42	46	0.9317311419845546
43	49	0.8738775683206637
43	50	0.8793205614656262
43	68	0.891221781734633
44	50	0.8907644239115791
45	102	0.8759128962318896
47	51	0.9060633365066588
47	70	0.9085252974771891
47	76	0.8913344759320528
47	81	0.9016445123012446
47	109	0.8912267129712036
48	49	0.8822250430995151
48	58	0.9315695695942221
48	61	0.8680033584265952
49	65	0.8721628413724429
50	52	0.9453209586640272
50	53	0.9710037338544669
51	77	0.855468073192518
51	121	0.8945743102251312
52	92	0.8960163892770439
52	102	0.9186063668438109
54	89	0.8505685851544738
55	60	0.9150020668728827
56	70	0.8648592684002574
57	73	0.8605010883542756
59	90	0.8967873272321003
60	89	0.8399500901824216
61	63	0.8750389035066877
62	64	0.8543671073626586
62	114	0.8280312984869836
63	133	0.7563896777129536
64	67	0.846441678140461
69	71	0.8971485183953192
71	89	0.8815388706534197
71	130	0.8788139480857697
72	75	0.8952043228351773
73	109	0.8789616905339771
74	109	0.892262958961286
75	79	0.9742574179042363
76	79	0.9859299680384597
77	84	0.7984125410110801
78	102	0.884829099466928
80	86	0.9233789071841593
82	88	0.8830533986635308
83	102	0.8068949907747331
84	85	0.8577195356511043
86	92	0.8966105225848937
87	88	0.8468991534018595
88	126	0.8411897711409407
89	94	0.9226953033700207
90	93	0.9207557864124735
91	100	0.9190468062778396
92	109	0.8975943558285316
92	112	0.8619929423580457
93	96	0.9532053435301884
93	98	0.9352406827842826
93	100	0.874050336500517
95	107	0.8772268859266331
96	110	0.9124634229273296
97	99	0.8844617819878177
97	100	0.9293900877423218
98	119	0.8749427154278064
100	101	0.9379435958845266
100	120	0.8964134645088528
103	104	0.958462694347342
103	106	0.9480289449630275
104	105	0.8497190492672457
104	131	0.7729456609917793
106	112	0.8516179423599609
108	109	0.9563619672918579
108	110	0.9586154880629479
113	116	0.9435069031264481
114	115	0.881900689513939
114	117	0.8254646468025917
116	127	0.8106338670209376
118	119	0.9117142951317361
121	123	0.8900532414000492
121	126	0.8954107753721311
122	128	0.9106133297906713
122	130	0.9320657547925753
124	128	0.9432339961170655
125	128	0.8953126325851553
126	127	0.8272571991226765
128	129	0.9499609319827144
131	132	0.784344704801265
