17.23135497516694 123.81675395483202 ;0.06272311374242057 0.9792556678384681 0.9802850848257834 0.0025937476468988344 0.5726771756497921 
17.432195277463087 123.31220900719805 ;0.04667951522627518 1.0 0.9703216994908697 7.312061138518024E-4 0.6646783157157747 
17.442354454749733 122.85889098994348 ;0.07028719449726047 0.9955576873880727 0.9232749453252741 0.0 0.5159186243586369 
17.516034477793745 122.74313064383442 ;0.06381990039397833 1.0 0.9770657460871252 0.0 0.5215595615529318 
17.574496550268695 122.73617414702122 ;0.048709545594360464 1.0 0.9712105701812356 0.0013850093196171353 0.6043834504496044 
17.600686463877953 122.7164065302897 ;0.04313763855260955 1.0 0.9541378867095348 3.482929390934317E-5 0.6559843221969796 
17.66586634890652 122.3794677323217 ;0.07180235013188975 0.9748735848776943 0.6596017133800632 0.0 0.5088644166734153 
17.680198027083243 121.9716153386931 ;0.10025890121232378 0.9790508195563788 0.9950420148918697 0.0 0.3560681824536538 
17.721330741504914 121.12840960834211 ;0.06382547435716995 1.0 0.9988169776841149 0.0 0.5094281217987862 
17.8769393920996 120.44850624288526 ;0.054238087577455775 0.9999310573147892 0.9791014088728874 2.7256704459782785E-4 0.5467647442808489 
17.99841858727621 119.84275675459618 ;0.06381990039397833 1.0 0.9106281148862102 0.0 0.4855199054067214 
18.092641361191166 119.68817688196809 ;0.04057636946467528 0.9745752935589154 0.9710018632669404 0.0 0.6063044713007453 
18.218353253146283 119.25597218812626 ;0.07447877911068383 0.9961478300734675 1.0 0.0 0.4175592570867739 
18.233008131100704 119.05060591130578 ;0.06221623841612899 0.9854753056320669 0.8225315334977568 0.0 0.4814866363468957 
18.26584319333079 118.93284515389834 ;0.06521362531941714 0.9852252911400878 0.9999522222412001 6.995716041087669E-5 0.44638068520902097 
18.31425111966748 118.80778044052099 ;0.0440852133768168 1.0 1.0 6.414748441238252E-5 0.5429166342197291 
18.331188370145874 118.69813502799161 ;0.07229032950404878 1.0 0.9209159987731181 0.0 0.4194663711390535 
18.388773012547237 118.61454183570254 ;0.07678686828858448 1.0 0.9783648117480014 0.0 0.3755105167668159 
18.440780489723966 117.10887320602805 ;0.05659321842927385 1.0 0.9448346228146716 0.0 0.4741558688401316 
18.535985151359448 117.090341073152 ;0.06849018428119949 1.0 0.8277369895257547 6.003629648443348E-6 0.42340521504759365 
18.537251014681953 116.5345594442406 ;0.050996910430651896 0.964843938210897 0.9133121534939737 0.0 0.5134675756459889 
18.727918077593607 116.2526648893889 ;0.06274568577993331 1.0 1.0 0.0 0.4129708940208999 
18.78571803828657 115.53716584644441 ;0.06327530239113177 1.0 0.9283170182996564 0.0 0.41526479058775406 
18.84978348499593 115.2293962577764 ;0.03983600017531016 1.0 1.0 0.0 0.522411133816875 
18.97249104909203 114.80301649792153 ;0.06439110702798109 0.945130857794977 0.9965899252078892 4.991553814215487E-4 0.39984156995212355 
19.08458911972161 113.931888353402 ;0.03223369033118052 0.9997766250386192 1.0 9.5175742438765E-6 0.5318285655847768 
19.175568075985172 113.18571864081082 ;0.03223369033118052 0.9990901533469198 1.0 2.0753780812647743E-4 0.5318285655847768 
19.42920865009602 113.16905190607491 ;0.05654845635376677 0.9630877617640827 0.9589210510485308 0.0 0.4037896397159313 
19.44303404833463 111.82050238212112 ;0.05342888650416107 0.9921914089583516 0.9789540541950684 0.0 0.40389174116434 
19.690244326541713 111.07748343743192 ;0.037425968759224965 0.9992123641877942 1.0 0.0 0.4487129799408254 
19.780891570225698 110.49450216044957 ;0.05836509608355318 0.9990305642894621 0.9871589099453144 1.7149165927512106E-7 0.35432007138083876 
19.876882941176156 110.39506798799398 ;0.043058530687955385 0.9869432187590663 0.9919727486444293 1.6606380175464828E-4 0.4073445671718037 
19.951640310985475 110.01760988598105 ;0.052566283112495726 0.9247686091777895 0.9707726188032302 5.091593077795852E-4 0.3802456553469377 
19.992053976842655 109.18809137720727 ;0.04280918981012542 0.9227099052343223 0.9587008613316187 0.0 0.40913180627540235 
20.308472987661762 108.04086631681248 ;0.029211483941897515 0.9354240742060742 0.9993763920838273 0.0 0.4466560830934733 
20.355715541418533 107.40694602950002 ;0.02915020517288694 0.9948390292691782 0.999307789543744 8.196974877694575E-4 0.4314796860705982 
20.465108151036173 107.26517092560826 ;0.06882717709493785 1.0 0.9598281274897317 1.5668408626648008E-6 0.2580611915436912 
20.580575200085082 107.14727687823216 ;0.0528424632055442 0.9652126301428886 1.0 0.0 0.30999141120817514 
20.606536959053862 106.1855987403218 ;0.021004971011214037 1.0 0.9784169718006984 9.241716519222521E-4 0.43424571732331707 
20.71832165926516 106.08192307325481 ;7.385067876809204E-4 0.9598881427787495 1.0 0.0 0.556810654746985 
20.74095079413441 105.46964439004317 ;0.02276916022773959 1.0 1.0 0.0 0.4236025086597818 
20.895116377807398 105.32187255579039 ;0.0029164029188090326 1.0 1.0 0.0 0.5270589032642423 
20.95035195660433 105.26150452238866 ;0.051284753207449234 0.9948046009381457 0.979348053695474 0.0 0.28430266518190844 
21.031628419898702 105.10254041251044 ;0.030784920059001325 0.9507997139055743 0.9962283075243338 0.0 0.38252083700699135 
21.101071164062216 104.73764543843565 ;0.0 0.999867916474007 1.0 4.106700696875132E-5 0.5395799582301403 
21.12247165184748 103.90172882105955 ;0.013692030144928036 0.9928993503054967 1.0 0.0 0.44578049501912526 
21.21992089070794 103.69509487135655 ;0.0011117387741926901 1.0 0.9147898815567631 1.4479621215509075E-5 0.5200495460554689 
21.30870613343469 103.56852450812598 ;0.024196182653318167 0.9979251250198048 0.9918741460419175 2.667082675414901E-4 0.37827980639975023 
21.398820753591103 103.0841337881311 ;0.019711157825708453 1.0 1.0 0.0 0.39301744976846265 
21.545153700193946 102.22828540375477 ;0.02454384189797522 0.9619401909060448 1.0 2.6290874474616087E-7 0.3608876274504992 
21.72501044436673 101.47906526982109 ;0.04215101134518477 1.0 0.986691201341391 0.0 0.2688058029420608 
21.826493004496363 100.40621988529362 ;0.0015551970067357937 1.0 1.0 0.0051274276558406625 0.4412198665617347 
22.083446898516357 99.20391943777874 ;0.020931018728697195 0.9921233209967756 0.9521676193163373 0.0 0.32647250652203197 
22.19425236261736 98.7435314080829 ;0.019077926110914703 1.0 0.9952528131745072 2.0119390990073842E-5 0.337247222489189 
22.441205298579206 98.3156639819652 ;0.02271247311462099 1.0 0.9193028346465204 0.0 0.3128712743962163 
22.446342085321234 98.21654209625305 ;4.254134509696652E-4 0.9858747624034054 0.9942762682428167 0.0 0.4164973327653778 
22.492114611697502 97.48614836817634 ;0.0 1.0 0.984172359942493 3.5397080455988557E-4 0.4025030222487437 
22.60925326877041 97.08292047056901 ;0.01362740590416689 0.9837779234671481 0.9999687396387977 0.0 0.34176730325994076 
22.617095588055733 96.83937067632439 ;0.00792788906381553 1.0 0.964065416569641 6.598834972111876E-4 0.3620070802180516 
22.68982681002445 96.47619426490243 ;0.0 0.9973243623162802 1.0 0.0 0.3959778531951989 
22.775331418366175 96.22544519994523 ;0.01128043479425675 0.97072039168325 1.0 0.0 0.3434742604439766 
22.821077212789312 96.04582449020756 ;0.04204107493121363 1.0 0.5688765827532041 0.0 0.23762395487133864 
22.961400518268306 94.82348980315541 ;0.0072485265622094786 0.9716194418910723 0.9828812784541573 1.295641467141483E-5 0.3469414379905161 
23.139149083611013 94.71521490207768 ;0.018754369013756392 0.9812789525651335 0.8433780479468218 7.604814839223678E-4 0.28898070578669904 
23.19310303560151 94.54874557620083 ;0.0 0.9822693043050531 1.0 0.0 0.36512165197611374 
23.335570396593972 93.47689026647902 ;0.005776211395080791 0.9931597028087407 1.0 2.072829622483956E-4 0.3175991744164092 
23.438161232314037 93.1739476421886 ;0.021209447376179108 0.9796269567319842 0.936263510248876 0.0 0.2570270279585357 
23.450674755934227 93.10264330058993 ;0.0019728288591481027 0.9877495150071107 0.9740210925077861 0.0 0.3432529737772569 
23.585531673781965 92.75278568608842 ;0.01007052439935232 1.0 1.0 1.343874773959461E-4 0.27715292665721314 
23.63975347617388 92.7289631068864 ;0.012807579601495696 1.0 0.9975989600905728 8.200525085544624E-5 0.2739364292060644 
23.662566783128373 91.58320129267632 ;0.012175431947646254 1.0 1.0 2.6798554793716E-4 0.27929962947534087 
23.88960312496048 91.50347218684371 ;0.010843553675656772 0.9593812098307175 0.9864889800581923 0.0 0.2750731912399344 
23.976150092338152 91.38352635947872 ;0.0 0.9753131204818639 0.8920593274844708 0.0 0.31811958147459773 
24.044207549374104 90.5059818941419 ;0.0 0.9983761739541458 0.9889108691711366 0.0010689290824812698 0.3022071179265654 
24.091291136923576 90.45325363525176 ;0.0016134540272641183 0.9845373078586315 0.9881926117089568 0.001263351309526407 0.291254847656826 
24.176246804256827 90.23039238926161 ;0.019077926110914703 1.0 0.9952528131745072 2.0119390990073842E-5 0.20997434353069183 
24.181179102284723 90.10706493351115 ;0.0 0.997873819291674 0.8994492084066656 1.605673900421735E-4 0.2934762136284017 
24.20570917714775 89.29609665460008 ;0.003870185787153887 0.9770461803202091 1.0 0.0 0.27095847917167387 
24.3787776200841 88.92140494714157 ;8.665044009357017E-5 0.9912841219078293 1.0 2.8006143109199637E-4 0.2777752339292246 
24.56097808763449 88.42716626901962 ;0.002871537633507887 0.991206790208294 1.0 1.975682746414773E-5 0.25638993990587033 
24.603307515114896 88.32804505335126 ;0.0 1.0 0.7603434202636529 0.0 0.29595531829141025 
24.631861611188974 88.27376563498542 ;0.0 1.0 0.853595837104369 0.0 0.2776062949119835 
24.68871732641223 87.4659647486319 ;0.013249897727955602 0.9989973621078515 1.0 1.3585667441472506E-6 0.20192986648494227 
24.72656606821558 86.94463390212614 ;0.0 0.9834654983622074 0.9880023194019203 2.0683276692184542E-4 0.26538642611941976 
24.98650131006185 86.75148559656037 ;0.0013328787934536552 0.9973241894717018 0.9956334071306412 0.0 0.2404641769216949 
25.030117412475292 86.35810640346862 ;0.0 0.9659041827733225 1.0 0.0 0.2578412570270165 
25.09130077573148 86.15381585412331 ;0.0 0.9846766090091588 0.843033120841983 3.282624092540356E-5 0.25904782440519347 
25.201906406943678 85.45755137751573 ;2.472623300530223E-4 1.0 1.0 0.0 0.23122557556080314 
25.36512060986508 85.01025569265293 ;0.0 1.0 1.0 0.0 0.22337358678020117 
25.37332932450974 84.92810231244948 ;0.003336083562147778 1.0 1.0 1.8326086674577417E-4 0.2029119685687372 
25.431177006448742 84.3361715751288 ;0.0 1.0 1.0 0.0 0.22302532594919744 
25.521768064769155 84.07848428057167 ;0.0 1.0 0.9885232407350005 0.0 0.2147554592097851 
25.548601193505995 83.92457292239617 ;0.0 0.998377746928232 1.0 0.0 0.2144100545128445 
25.650059787014474 83.71650786116793 ;0.0 1.0 0.9931014683211181 0.0 0.2086777625218335 
25.671831410924568 83.62452777144867 ;0.0 0.9943084042381749 0.9494290248882352 8.667374514762693E-5 0.21210242263785017 
25.742909157230027 83.56748145029171 ;0.0 0.9996962412615947 1.0 2.6617248479993133E-4 0.20294882213846305 
25.876908011521387 82.56759282904558 ;0.0018301062870679785 0.9246644513952816 1.0 0.0 0.2022306518482171 
25.887976535392216 82.55919099590662 ;0.0 0.989708320045458 0.9936275416227176 0.0 0.2017516253098911 
26.0536210579345 82.18813405920321 ;0.0 1.0 0.9998731862427941 0.0 0.19086888037757074 
26.075840309598057 82.08187824482013 ;0.0 0.9923281170013879 0.9299997029338924 0.0 0.19868993443056351 
26.189901533377373 81.31419915324683 ;0.0 0.9994355545818331 0.8985849841867621 3.629612139830588E-5 0.1898436121774556 
26.255535842818073 81.0924769468106 ;0.0 0.9790039312785568 0.9978653705891011 8.045027952879036E-4 0.18376208326537924 
26.422559609149086 80.9557345976274 ;2.0198605264943654E-4 0.9703215068920912 1.0 0.0 0.1723458937969503 
26.48489686492691 79.85806082652852 ;0.0 1.0 0.9856401522258722 0.0015499586998856882 0.16503461036903533 
26.69051731798398 79.78681450532554 ;0.0 1.0 0.9948901805268708 0.0 0.15905080644803649 
26.70971335295861 79.69049931343238 ;0.0 0.9810089416728305 0.9600566540540969 0.0 0.17154823449327766 
26.849455794805372 79.22809450605311 ;0.0 1.0 1.0 3.5466542310307405E-6 0.14982495593709405 
26.98181983493644 78.60623063245185 ;0.0 0.9565340724411645 0.8383113600786297 0.0 0.1652790534621554 
27.1341690786046 78.3401411633474 ;0.005609428837826195 0.9813383668304352 0.7147174693923549 9.465714851906323E-5 0.14327293357762208 
27.203543066265784 78.24666965377979 ;0.0 0.9822012785261494 0.9374618907022335 0.0 0.13776906122416682 
27.218902283096305 78.03362598741384 ;0.003637335664675903 1.0 0.9015800710521141 0.0 0.12925097076836267 
27.38424815719389 77.03278415962222 ;0.0 0.9600260316332866 1.0 8.336553750538473E-7 0.13137084350885544 
27.414920841169728 76.24627611006966 ;0.0 1.0 0.9719656003238619 0.0 0.13073945898112205 
27.869105982730602 76.21080207439014 ;0.001119588427970484 0.9760749634364967 0.9356968481239994 0.0 0.11287994071796605 
27.97428354861708 75.89557622400875 ;3.570940877273346E-4 0.9493683537564805 0.9578674046033625 0.0024521540655987138 0.11198173450170701 
27.98830496268212 75.39162422303558 ;0.0013751035306230276 1.0 0.8033046006846649 0.0 0.11707826702369696 
28.04230534855497 75.04156944016725 ;0.0 0.9449179653616976 1.0 0.0 0.11034462405023632 
28.207936244199857 74.41935143862943 ;0.0034250656547185144 0.9828199128231291 0.9898254904540423 0.0 0.08758076785137481 
28.23665460193846 74.09905524208368 ;0.006041613351462869 1.0 0.8458928791681117 3.78640263289866E-5 0.08578929295749854 
28.61467973355377 72.72567153609774 ;0.0 1.0 0.9369672956309116 8.70765686482578E-6 0.085233619826114 
28.828719742808257 72.47508588472351 ;0.0017020797310273545 1.0 0.8861344652844103 0.0 0.07314050874170111 
28.867866034732767 72.41408999483097 ;0.0 0.987267379281674 0.7458766390454764 4.271779243928312E-5 0.08958749000172211 
28.9349180769567 72.01517355925846 ;0.0060048795938404936 0.901070515181064 1.0 0.0011271189196844298 0.06159853557923778 
28.98001054024263 71.88675612538555 ;0.0 0.9996124942546237 0.965059236449005 0.0 0.06971160209419822 
29.174188661917945 71.70932617539711 ;6.137763027988909E-6 1.0 0.7531460496372433 0.0 0.07601630088994538 
29.185320927319765 71.26302605235979 ;0.0 0.9429634987203734 0.9546770993678348 0.0 0.0680147808000324 
29.34181314791595 70.96731795468618 ;2.0461121742079594E-4 1.0 0.99776945072814 1.4002104009799436E-6 0.054982270463849764 
29.384916872656273 70.9608054995575 ;0.0 0.9823510079979624 0.9406292249161692 3.4914052204619117E-4 0.05433753915128886 
29.43746675001558 70.38987186673835 ;0.0 0.966009324606115 0.8873606509066548 0.0 0.06084289586120903 
29.63710762448438 70.08363183086774 ;0.0 1.0 0.8426703800344921 0.0 0.05343138920100529 
29.715264883134598 69.49339149855636 ;1.707338829951173E-5 1.0 0.9375881400912738 0.0 0.0463980832893343 
29.874476754525652 69.37687547173309 ;0.0 1.0 0.20449778335864888 2.3835481575851955E-5 0.0971618306517028 
29.892966391527775 69.35161452999367 ;7.51513986320837E-6 0.9900913137361559 0.661048831420307 0.0 0.057189694873337436 
30.118133688036195 69.23303948579864 ;0.0018176974409432646 1.0 0.9364400926235499 5.345806847302085E-4 0.02385471319534335 
30.146155886711263 68.84775511552363 ;0.0 1.0 0.6999099983843209 0.0014081398491892104 0.046059531641049145 
30.201342671021475 68.44784516515897 ;1.1261334658886865E-4 0.9963917043727514 0.4650283786794572 1.4174165592020956E-4 0.061788915990734355 
30.264214576618897 68.30968865148365 ;0.0 0.9812588872241904 0.16063574194109087 0.0 0.09072680226770218 
30.322753053269196 68.24539984382452 ;0.0 1.0 0.0 1.985613463020409E-10 0.10295983070883641 
30.412128465968202 67.81216927475322 ;7.138465740610641E-6 1.0 0.6184950464015767 0.0 0.04569989800098034 
30.62019705542666 67.11339033554589 ;0.009771400636767284 1.0 0.0 8.671319780845301E-6 0.05701718319665219 
30.93495657873755 66.49193500281142 ;2.560826561449065E-6 1.0 1.0 4.182072955552334E-6 3.240318890680091E-4 
30.94633348412315 65.93688331774479 ;0.0 1.0 0.1149019777627387 0.0 0.07094418489209778 
31.20796341525222 65.70314485011649 ;0.0 0.8405456271737031 0.09578084217785746 1.0490607389467379E-5 0.08377956185095493 
31.212468249155137 65.23691406635861 ;2.0770101571393907E-5 0.991256470496968 0.13958414629143936 0.0 0.05521281621630776 
31.30227129046692 64.75295782387246 ;4.362083843793682E-4 1.0 0.0 2.759959731614024E-5 0.06302429160208291 
31.711243046862712 64.36585303742217 ;0.0 1.0 0.6632964538829107 0.0 0.0 
31.729344920542538 64.23015192207332 ;0.0 1.0 0.0 4.598770091714788E-6 0.052099693030588486 
31.779722880914914 64.16566061266093 ;0.0 1.0 0.0 0.0 0.04949948788747993 
31.825405626706807 63.685807821656596 ;3.14799214197789E-4 1.0 0.6043267634662342 1.2542957048673354E-4 0.0 
32.143592341771914 63.502057382453884 ;0.0 0.7629245794779206 0.8355672245627954 0.0018147179586474995 0.007757908436413941 
32.16477863505575 63.16637820897253 ;3.4135884433395415E-5 0.8975445271927627 0.31899362261075154 0.0 0.027950664890010093 
32.252667228251205 62.41616655080226 ;1.3759899466745003E-4 1.0 0.0 0.0 0.037437380601059146 
32.47044729976595 61.768399709058386 ;2.7394373866997736E-4 1.0 0.1365968372870878 0.0 0.017898831408134558 
32.53536931944536 61.68280616233481 ;1.2703144902020286E-6 0.9981335656723 0.0 3.6950604473119593E-4 0.028719189167198515 
32.69144043004534 61.52753950951171 ;0.0 0.8893809610024461 0.0 3.4937457293953523E-4 0.03875974652928064 
32.716303784072906 60.92505445578762 ;6.063347200810108E-4 1.0 0.0036695972769052454 8.957494711562279E-5 0.0240439585812239 
33.099401833058316 60.76820224073517 ;0.0013994220776521746 1.0 0.06984984644748948 2.2675535710516486E-4 0.0032049416874442363 
33.185936071469285 60.388391557766056 ;0.0 0.6182065252579287 0.7995345924805217 0.002534920726193997 0.0036822916082560773 
33.25883977242438 60.32068103898486 ;7.953486114335531E-4 0.9144994471499639 0.0 1.0451482822243773E-6 0.020021244279764698 
33.28642078241972 59.92735231723849 ;0.0 0.5798811320306239 0.02998307220747687 0.0 0.07340028098658125 
33.310070716046724 59.80830878353475 ;8.325103463891669E-9 1.0 0.0 1.2732182168411757E-6 0.0026329101335709885 
33.51334762984592 59.79471720608858 ;0.0 0.9996796586022578 0.014485119495187049 6.515337469936166E-4 0.0 
33.5238967659248 59.78696064200116 ;0.0 0.9905866986676046 0.03644319471446944 0.0 0.0 
33.538548314171045 59.441054531687016 ;1.5126694409753783E-5 0.8158954402917099 0.2056956396266416 0.0 0.0071892065080550955 
33.6385534755024 59.277818406392925 ;2.5611324157555896E-4 0.6963418891916482 0.454948693340806 0.0 0.003332160897655035 
33.78373271568236 58.815720252500626 ;0.0 0.7990012485447275 0.008600844856959666 2.1554145544112804E-5 0.01878811912446897 
33.82160544656739 58.79925847840417 ;0.0 0.9016992100391263 0.0 2.066268411671977E-4 0.0047749513882660985 
33.8645869502336 58.724523166349165 ;0.0 0.848288087497771 0.143638701288143 5.914001186377686E-4 0.0 
33.992689596748725 58.55710445450622 ;1.0529138027194003E-6 0.7759907022993555 0.0 5.505639660620962E-4 0.017355600257988213 
34.07337566415246 58.239270916343536 ;1.2127618371050589E-5 0.8298705984342792 0.019612398795571875 1.0462115948004955E-4 0.006759714182859082 
34.07966132851569 57.96655382799041 ;0.0 0.7203055638847342 0.23989907076407396 0.0 0.002756602387231799 
34.10420271122902 57.706592856592906 ;0.0 0.7607335057035153 0.0 4.0786722976869036E-4 0.01416925114639732 
34.213682898000656 57.53058520475274 ;0.0020242590880813088 0.5287556858965341 0.46077314871547764 0.0 0.006407973557954009 
34.386737951379814 57.44792780690776 ;0.0 0.6246739685522116 0.3670763287708154 0.0 2.9907260557356964E-5 
34.485236362740416 57.084362329960385 ;0.0026213328439582424 0.605058714747861 0.19329279901944024 0.0 0.005334315400692334 
34.55903976182263 56.71618295558331 ;0.0 0.806576633631293 0.0 0.0 0.0 
34.621455778224394 56.635398543292425 ;8.123979136572946E-7 0.673335777332944 1.246595120100924E-4 1.3098411158534088E-4 0.015204678086519895 
34.69821767682324 56.588541076492426 ;1.908308233053078E-4 0.6334106424939392 0.06984988892590661 2.3297842005492975E-5 0.01571778653287476 
34.71629676089369 56.420617234169484 ;5.979345475512477E-4 0.6430986191474699 0.2112571653099679 0.0 0.0012079186245951556 
34.84173730744926 55.94627274392268 ;0.0013655662110001457 0.4966936877564937 0.05948273370615034 1.4376672116912282E-4 0.030756715752546987 
34.89318661274277 55.53300064981912 ;0.0 0.7341104003017997 0.0 0.0 0.0 
35.209569920700005 55.233059781891235 ;4.6965968859322333E-4 0.6433426293039874 0.05457247766969768 1.3532165141808453E-5 0.0 
35.218842255984306 55.19831727724039 ;1.6249726590756365E-5 0.5465589555637981 0.19091682427563395 9.220387076295276E-5 0.005075836956607953 
35.225348771120515 55.05351045135348 ;0.0 0.5461613037340456 0.0 0.0 0.023138108744335507 
35.25355257040708 54.948324637695386 ;7.340233634601828E-5 0.6480872022636855 0.0 1.0690196964877713E-6 0.0013679126197630662 
35.375231216072805 54.921985016132005 ;3.2907159914658543E-5 0.5747165123131075 0.14791811661356224 4.991089495398392E-4 0.0 
35.4071452812092 54.482657131082796 ;1.7858573259019078E-4 0.44748262314009624 0.39365270074032876 0.004001533241886603 0.0041965861546689005 
35.62980925945855 53.95329992010018 ;0.0 0.5751193889525981 0.0 7.783076778357368E-5 0.008545971623306434 
35.78370378277013 53.60197340403481 ;0.0 0.584432937993685 0.004981596359180811 1.1189726089470843E-4 0.0 
35.942481471165735 53.15546625372365 ;2.2178063743087994E-5 0.45008906437788676 0.04776944236325131 3.4272219372368873E-4 0.021701560450928515 
36.03259531555067 53.10382989922991 ;2.4264876329820928E-5 0.4663001286863856 0.2502235897378578 2.021547843991341E-4 2.6824943448282496E-4 
36.14327482791206 52.53211288337856 ;1.2478068841065868E-9 0.44694058195255654 0.016665465066665663 1.289485842928147E-4 0.019087182937436845 
36.24052848265373 52.50708722232052 ;1.2478068841065868E-9 0.44694058195255654 0.016665465066665663 3.4075107245195744E-5 0.019087182937436845 
36.43624502644906 52.238654390425985 ;0.0 0.3276830214440225 0.30565255281879833 9.280193325349692E-4 0.023977637894314292 
36.49677352639363 52.033262501421525 ;0.0 0.4548483950247886 0.002491571902460611 0.001275083230903282 0.008258871759720366 
36.53535032064168 51.99568969442988 ;7.96069675093333E-5 0.480678522802523 0.0 2.6628919037071166E-4 6.077166198187219E-4 
36.58500070282175 51.90514462922819 ;0.0 0.4292349316729821 0.05973793679278047 1.6946446615199482E-8 0.008905779442543353 
36.58921720964768 51.81609099930941 ;2.707151831689962E-4 0.46801188589995146 0.005503461906754634 9.169883113172543E-4 5.904556457660853E-5 
36.626218366227526 51.74530655633085 ;2.4686444580644716E-4 0.39704137109810256 0.18995085377977106 8.502479668194468E-4 0.006473867027807723 
36.626578317090775 51.59213950868583 ;0.001392251016787925 0.43484799467834995 0.11076692044016401 0.0 0.0 
36.7789553920055 50.95610296645592 ;0.0 0.45431762698839206 0.0 0.001403191875373487 4.33605500644339E-4 
36.97670952859406 50.64350206619201 ;0.0 0.426877984036529 0.06373297767203696 0.0 7.81872321046413E-5 
37.03927866440889 50.412195442429706 ;0.0 0.4390838126038383 0.0 1.9520802386901364E-4 0.0 
37.25883203983539 50.03987722421314 ;0.0 0.3900936637634027 0.09774122149355446 0.0 0.0016768253016107883 
37.351033382118814 49.998263957014245 ;0.0 0.3997858272966123 0.02789745615845618 0.0 0.0 
37.40732549301026 49.34538466716808 ;0.0 0.3562596735138389 0.0 3.7892874085149463E-4 0.017918495783946716 
37.573539709013055 49.16673572847491 ;1.2504184328970827E-4 0.32383445396496857 0.04291697417766663 0.0 0.02162216392202458 
37.6661825693494 49.04469127445567 ;0.0011089486536778334 0.3764346360141936 0.0 1.8318190370782898E-4 0.0 
37.69400916250907 49.025121781661376 ;1.454980965966058E-4 0.37022345353622416 0.011392276969022057 0.0031312219027747057 2.8803952795695357E-4 
37.78784603743871 48.91694785507529 ;0.001609038668524995 0.3256314160947704 0.18399022014216576 0.0 0.0 
37.96911531402534 48.2424284030814 ;0.0 0.28091441588699834 0.135523827641798 0.0026116892245956957 0.022436348966608177 
38.07508091242238 48.08225855884778 ;0.0011798446692786384 0.3492819953000931 0.008030501899383646 1.1829670014851209E-5 0.0 
38.36718444340787 47.82424255310554 ;2.6449553755627744E-4 0.3134438976697729 0.04528685852286947 6.751081559614811E-5 0.006347861196390164 
38.39954609636126 47.69039461770428 ;2.1884129047218244E-4 0.30028928601126126 0.14066978862985136 0.0 0.0035495622938885823 
38.46500200041248 47.24242494546909 ;1.6518746384016746E-5 0.3252977089534283 0.0 1.0707540316858198E-4 0.002549266958918703 
38.66995520538761 46.985791978729445 ;4.512827841990031E-6 0.31253184423987557 0.008468058643297041 0.0 0.0020362323442210937 
38.67235453504469 46.80423621196667 ;7.856823728497368E-5 0.28699917214413184 0.024763638639924035 9.63927999869992E-4 0.010538419917703993 
38.77822678568353 46.59917952473412 ;0.0 0.3095329215087079 0.07202913630654284 0.0 0.0 
38.80798360975755 46.57290316383538 ;0.0010808266970563892 0.27887113615814096 0.0 4.149010916252544E-5 0.012760352986409504 
38.97503433451899 46.26562031972217 ;0.0 0.2885166436878264 0.0031327401859802817 0.0 0.00833246214799548 
39.088107887779344 46.055691929622654 ;3.641364796495484E-7 0.2880670906622435 0.07059161127043843 0.0 2.629714723803914E-4 
39.125303521555544 45.58091551784197 ;0.0 0.2553283026655069 0.055293091050649154 0.0014203922923656741 0.012308886766145454 
39.367090136882 45.546718458386806 ;6.882729246462374E-5 0.23981056185118094 0.04757397405059555 0.0013206555404470222 0.017894668666798026 
39.43586359452631 45.455615286689195 ;0.0 0.25455933625402044 0.044288452963247404 1.1302372110642315E-6 0.006911755615037301 
39.46402355051574 45.44772381320329 ;1.0183811441027361E-5 0.23576166058124143 0.1730633708159639 0.0 0.009082478254213478 
39.4699755772343 45.42998942373514 ;0.0 0.2732283789116989 0.0 3.129790154616867E-5 0.0032474263809579296 
39.60684992656818 45.16509425835492 ;0.0 0.2409440190273456 0.18700859725832675 0.0 0.0014939150782446176 
39.67237834607712 45.14495800636514 ;0.0 0.27158365656150946 0.0 7.777446677333312E-4 0.0 
39.76896428745868 44.26118017792277 ;0.0 0.2433594344535459 0.13307028505019727 1.4762932138393469E-5 0.0026460289362500583 
39.94666857696999 44.2153942778252 ;0.0 0.2287288730113168 0.2182983018929702 0.0 0.0 
40.12484098069048 44.07262447866068 ;0.0010295257370249245 0.24557859980090457 2.757014944561875E-4 4.450560619965675E-4 1.5009771402239494E-7 
40.17991517323867 43.724751105511935 ;1.5843842853563672E-4 0.22108304897709227 0.16545072451784165 1.609352154039066E-5 3.125089145864534E-4 
40.21618458866628 43.33064371703091 ;1.5843842853563672E-4 0.22108304897709227 0.16545072451784165 1.609352154039066E-5 2.0174320527744033E-4 
40.55675875744476 43.14779776619798 ;0.0 0.23167136043592 0.0012952266447631318 9.704313386141344E-5 0.0 
40.55785759207276 42.94665886987316 ;0.0 0.22419070720117587 0.0452211361735613 6.224048493518465E-5 4.024413484747123E-5 
40.580621014610955 42.91102391664981 ;2.4908485026892916E-5 0.21712325822885525 0.0 0.0 0.009799568922711133 
40.657310608108425 42.76911864298259 ;2.2248237442214864E-6 0.22756926755812645 0.0030910668346380843 0.0 0.0 
40.78258570620744 42.314129830959175 ;0.0 0.21149477696328678 0.12827101130676433 0.0 0.0 
40.86487066867599 42.277954907935005 ;0.0 0.21672928237585454 0.0 2.502591052531194E-5 0.004412856334289733 
40.88659239845723 42.27465639901872 ;0.0013855327761134414 0.20165717846873313 0.0902239590502775 7.463462706929961E-7 6.16248191791971E-4 
