0	2	0.9095
1	4	0.6000
1	5	0.6000
1	6	0.2191
1	7	0.3905
1	10	0.1357
2	4	0.3286
3	7	0.5595
3	11	0.4786
4	5	0.8405
8	9	0.4405
9	12	0.6500
10	12	0.2191
