1.0,22429.366000000242,22429.366000000242,22429.366000000242,20713.6040000007
2.0,28522.030000000446,28522.030000000446,28522.030000000446,20931.4130967335
3.0,22130.706000000246,22130.706000000246,22130.706000000246,25499.498911126
4.0,17979.332000000075,17979.332000000075,17979.332000000075,20297.4232456552
5.0,19771.29200000016,19771.29200000016,19771.29200000016,22358.9399137312
6.0,31628.09400000049,31628.09400000049,31628.09400000049,21674.5667632294
7.0,21951.51000000025,21951.51000000025,21951.51000000025,23895.6305461463
8.0,23265.6140000003,23265.6140000003,23265.6140000003,22627.6508439896
9.0,28820.690000000464,28820.690000000464,28820.690000000464,20343.6079367933
10.0,18128.66200000009,18128.66200000009,18128.66200000009,22627.6508439896
11.0,22578.696000000236,22578.696000000236,22578.696000000236,18550.8021989757
12.0,21025.6640000002,21025.6640000002,21025.6640000002,17895.8193064709
13.0,25415.96600000035,25415.96600000035,25415.96600000035,22976.1353316684
14.0,24101.86200000031,24101.86200000031,24101.86200000031,21036.3783038657
15.0,32016.35200000052,32016.35200000052,32016.35200000052,22652.8424937013
16.0,21324.324000000215,21324.324000000215,21324.324000000215,23509.3585838999
17.0,29806.26800000049,29806.26800000049,29806.26800000049,18706.1507055313
18.0,23504.542000000318,23504.542000000318,23504.542000000318,20633.3119084782
19.0,19980.35400000015,19980.35400000015,19980.35400000015,21976.86655977
20.0,23086.418000000267,23086.418000000267,23086.418000000267,18378.6592592789
21.0,25475.698000000375,25475.698000000375,25475.698000000375,21510.8210401032
22.0,17143.084000000035,17143.084000000035,17143.084000000035,18101.5511124499
23.0,14574.607999999995,14574.607999999995,14574.607999999995,23022.3200228066
24.0,23235.748000000294,23235.748000000294,23235.748000000294,20977.5977878717
25.0,20637.406000000185,20637.406000000185,20637.406000000185,18265.2968355761
26.0,25714.62600000038,25714.62600000038,25714.62600000038,26020.1263385017
27.0,24251.192000000323,24251.192000000323,24251.192000000323,20704.688249328
28.0,27297.524000000405,27297.524000000405,27297.524000000405,24328.0871995309
29.0,24310.924000000337,24310.924000000337,24310.924000000337,21624.1834638059
30.0,23504.542000000285,23504.542000000285,23504.542000000285,20931.4130967335
31.0,24609.58400000035,24609.58400000035,24609.58400000035,23282.6337364944
32.0,20308.880000000183,20308.880000000183,20308.880000000183,24365.8746740985
33.0,25654.894000000375,25654.894000000375,25654.894000000375,23232.2504370709
34.0,23624.006000000292,23624.006000000292,23624.006000000292,23421.1878099088
35.0,22309.902000000242,22309.902000000242,22309.902000000242,17177.8572896867
36.0,25804.224000000366,25804.224000000366,25804.224000000366,20477.9634019225
37.0,16814.558000000015,16814.558000000015,16814.558000000015,20347.8065450786
38.0,24101.86200000031,24101.86200000031,24101.86200000031,20108.4858728172
39.0,20099.818000000163,20099.818000000163,20099.818000000163,14091.8802000006
40.0,19054.508000000125,19054.508000000125,19054.508000000125,21519.2182566737
41.0,22877.35600000025,22877.35600000025,22877.35600000025,20818.0506730307
42.0,20906.200000000194,20906.200000000194,20906.200000000194,20498.9564433489
43.0,25117.306000000335,25117.306000000335,25117.306000000335,17098.0837322663
44.0,23803.202000000285,23803.202000000285,23803.202000000285,21485.6293903914
45.0,21921.64400000021,21921.64400000021,21921.64400000021,20965.0019630158
46.0,21384.0560000002,21384.0560000002,21384.0560000002,20860.0367558837
47.0,27446.854000000396,27446.854000000396,27446.854000000396,19709.618085715
48.0,24340.79000000031,24340.79000000031,24340.79000000031,19785.1930348501
49.0,26610.606000000367,26610.606000000367,26610.606000000367,21640.977896947
50.0,19084.374000000116,19084.374000000116,19084.374000000116,21426.8488743974
51.0,15321.257999999994,15321.257999999994,15321.257999999994,23610.1251827468
52.0,14664.205999999995,14664.205999999995,14664.205999999995,27199.9352666674
