1.0,10423.233999999997,18666.250000000113,13274.441466666674
2.0,10064.841999999997,17531.342000000055,13499.431999999999
3.0,11110.151999999996,15679.649999999994,13457.619599999995
4.0,9706.449999999997,14873.267999999995,12187.319066666663
5.0,9885.645999999997,17322.28000000005,12922.022666666666
6.0,10154.439999999997,17023.620000000024,12983.745733333333
7.0,10841.357999999997,15380.989999999994,13360.057333333329
8.0,9586.985999999997,15052.463999999994,12324.702666666662
9.0,10214.171999999997,15739.381999999994,13147.013199999996
10.0,10512.831999999997,15739.381999999994,13389.923333333329
11.0,10423.233999999997,15410.855999999994,12935.960133333328
12.0,10273.903999999997,17232.682000000037,13069.361599999998
13.0,11169.883999999996,17352.146000000037,13662.699466666665
14.0,8691.005999999998,14753.803999999995,12663.183999999996
15.0,10214.171999999997,14634.339999999995,12115.640666666663
16.0,9258.459999999997,18815.580000000115,12876.228133333343
17.0,9377.923999999997,15590.051999999994,12109.667466666662
18.0,10273.903999999997,17471.610000000037,12794.594399999998
19.0,9855.779999999997,14425.277999999995,12446.15773333333
20.0,9527.253999999997,14992.731999999995,12191.301199999996
21.0,8810.469999999998,16515.898,12020.069466666662
22.0,9288.325999999997,15888.711999999994,12509.871866666663
23.0,7974.221999999997,16456.165999999997,13033.522399999996
24.0,9049.397999999997,17501.476000000042,11962.328533333333
25.0,9825.913999999997,15351.123999999994,12159.444133333329
26.0,10871.223999999997,15022.597999999994,12438.193466666662
27.0,10124.573999999997,15679.649999999994,12394.389999999996
28.0,9318.191999999997,14007.153999999995,11597.96333333333
29.0,9348.057999999997,14634.339999999995,11822.953866666663
30.0,10005.109999999997,16336.701999999994,12322.711599999995
31.0,8929.933999999997,13379.967999999995,11422.749466666663
32.0,8780.603999999998,15082.329999999994,12157.453066666663
33.0,8123.551999999997,12752.781999999996,10815.47413333333
34.0,9497.387999999997,17352.14600000004,12384.434666666666
35.0,7884.623999999997,14694.071999999995,11072.32173333333
36.0,8511.809999999998,14275.947999999995,11339.124666666663
37.0,8929.933999999997,15082.329999999994,11924.498266666662
38.0,9168.861999999997,12902.111999999996,11034.491466666663
39.0,8601.407999999998,14903.133999999995,11580.04373333333
40.0,8571.541999999998,15440.721999999994,11540.222399999997
41.0,7944.355999999997,14425.277999999995,10990.687999999996
42.0,8661.139999999998,15739.381999999994,11193.776799999996
43.0,7287.303999999997,17591.074000000055,10853.3044
44.0,9019.531999999997,12782.647999999996,10385.40373333333
45.0,7645.695999999997,15082.329999999994,10475.00173333333
46.0,7496.365999999997,13350.101999999995,10082.761599999996
47.0,7018.5099999999975,14694.071999999995,10289.83253333333
48.0,8631.273999999998,14873.267999999995,11707.471999999996
49.0,7884.623999999997,16575.630000000005,10761.71533333333
50.0,7466.499999999997,14723.937999999995,11114.13413333333
51.0,8243.015999999998,15022.597999999994,11394.87453333333
52.0,8362.479999999998,14096.751999999995,10572.563999999997
