0	1	0.98
1	2	0.94
2	5	0.86
3	4	0.98
4	5	0.98
5	12	0.86
6	7	0.9
6	9	0.9
7	10	0.94
8	9	0.98
9	10	0.98
9	11	0.96
11	13	0.96
12	13	0.98
13	14	0.94
